,Unnamed: 0,id,thread_title,reply_split,classification
591,591,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"If comfortable with the first, the Burst would be the indicated choice and believe Tom at Zeropong would confirm this.",0
592,592,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"If you're still gearing in the strokes, still learning, then Zero would be a safe selection.",3
593,593,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Have compared the two and, frankly, they show their family connection with middle-speed, good control, etc.",5
594,594,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Think Hurricane 3 and Sriver but similar to each other.,1
595,595,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Epictetus, Thank you for taking the time to respond.",0
596,596,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"While I've been playing only 2 months now, I'm pretty good at looping (so I've been told by other players who are better than me ) and try to use the Chinese style.",0
597,597,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I feel like the blade/sponge may be leading to bad habits due to the soft sponge and the carbon blade (even though it is rated as ALL).,0
598,598,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I agree with your assessment that since I'm a novice-intermediate player I may not be able to handle the hard sponge; that is the very concern I have.,0
599,599,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The only issues that I have with the Zero are that the Zero is not tacky and there are no reviews of the Zero with Blue Diamond sponge.,0
600,600,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"The Burst (w/o Thor's hammer) sponge is, unfortunately, not described on the Zeropong site so I don't know if it is mid hard or soft.",0
601,601,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"My preference would be a mid-hard rubber so I'll have to ask for that information by calling up Zeropong customer service.Regarding the BH, do you think the Mech-Tek 2.1 mm would be a good choice?",0
602,602,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I have a better backhand than forehand but still trying to become more consistent at looping.,0
603,603,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"My loops, when they cross the net, are pretty good.",0
604,604,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I don't know if my lack of consistency in looping is due to my technique or a limitation of the Sevens rubber.,0
605,605,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"I also have a good flick that, more often than not, lands on the table and is hard to return.",0
606,606,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Looking at the description of the Mech-Tek, it states that it is like Tenergy and my concern is that it may be detrimental rather than helpful at this stage.",0
607,607,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,That is why i was looking at the Zero Blue Diamond as a possible replacement BH rubber.I will try to capture video of my play but don't have a tripod for my cell phone so it may not be possible at this time.Any suggestions you can provide will be very much appreciated.Thanks in advance!,0
608,608,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"I tried Sevens, Zero, and Mech-Tek on my backhandSponge hardnessSevens < Zero Blue sponge < Thor's HammerSpeed ( given my level)Sevens < Zero < Mech-TekBlue sponge softer than Thor''s Hammer sponge.Burst with Thor's Hammer sponge medium hard to hard.",1
609,609,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Really depends on your swing speed.,0
610,610,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,For me Burst/Thor's Hammer was unforgiving for my slow swing speed.,0
611,611,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,A more advanced player thought Burst/Thor''s Hammer fine.,3
612,612,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Mech-Tech is bouncier and spinner than either Zero or Sevens.,1
613,613,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,More challenging to control if your technique unstable.I use a BBC All+ 5 ply blade.,2
614,614,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"ckwsp101, Thank you for sharing your experience with these rubbers.",0
615,615,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I was worried that Mech-Tek would be too much for me to handle at this stage of my TT journey and you seem to be confirming that.,0
616,616,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Although I have a decent BH, I would by no means say it's extremely good and my fear is that using a very bouncy/spinny rubber would lead to a regression.",0
617,617,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Could you let me know if you used the 2.1mm or 1.7 mm sponge and if that would make a difference?,0
618,618,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Also, I have been looking for reviews of the Zero with Blue Diamond sponge but have been unable to find them.",0
619,619,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Could you share your opinions about this?Many thanks!,0
620,620,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I'm familiar with these rubbers.I've been playing with Burst thors hammer on my penhold forehand since January.,0
621,621,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I like the sponge for the price point.,4
622,622,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,It's not as tacky as you might imagine.,4
623,623,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Good grip.,4
624,624,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Just don't expect H3 or anything like that.,0
625,625,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Sponge is solid.,4
626,626,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"I think after about 6 months or so on it, it's softening up and I prefer the pop it had when firm.",0
627,627,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Recommend boosting it.My buddy tried the Mech-Tek predator.,0
628,628,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Spiny & softer.,4
629,629,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Just not a lot of pop.,5
630,630,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,That's a backhand rubber if I've ever seen one.,0
631,631,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"learninTT,I tried Zero blue sponge in 2.1mm.I had no issues.",0
632,632,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The topsheet had less tack compared to Sevens.,2
633,633,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"ckwsp101, Apologies for not being clear with my question; I was asking if you used Mech-Tek in 1.7 or 2.1 mm when you said it was too bouncy and hard to control.Regarding Zero with Blue Diamond sponge, how did you find the overall experience as compared to the Sevens?",0
634,634,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I've read that the Sevens sponge is too soft and feels dead.,3
635,635,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I've also read that the Sevens has a lower throw causing a loop against backspin to go into the net.,3
636,636,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"This is the only rubber that I've played with so I don't have a point of reference but I do find that if I don't whip my BH/FH, it goes into the net.",0
637,637,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I've always attributed it to errors in my technique but now think that the rubber may have a part to play in it.,0
638,638,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Could you provide your opinion on this?Thanks!,0
639,639,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Unfortunately it is due to technique... it does not matter what the throw of the rubber is, you just need to adjust for it, and the ball will go over the net.",0
640,640,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"High throw rubbers can make it easier to get the ball over the net, but there's nothing you can't do with a lower throw rubber, it just requires some adjustment.",0
641,641,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I tried Mech-Tek in 1.7mm It was fine for me at my playing level.,3
642,642,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"With sound technique I can produce a strong opening loop against backspin ball with any of the mentioned Gambler products.Yes you need to make a ""minor"" adjustment for higher or lower throw rubber.",0
643,643,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,That is not what I wanted to hear .,0
644,644,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"But seriously, thank you for letting me know that it is due to technique.",0
645,645,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,My primary problem was on the BH and I thought this may be due to the lack of power on the BH vs FH and getting a rubber with higher throw would help.,0
646,646,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I guess I'll have to work on improving my technique..The Mech-Tek in 1.7mm seems to be out of stock currently and the 2.1mm may be more difficult to control on my backhand so I guess I'll have to wait.,0
647,647,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I'm still waiting for my Sanwei M8 blade to be delivered from aliexpress and I'm hoping that the 1.7mm would be back in stock by then.,0
648,648,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I guess I'll have to play with it to find out how much of an adjustment is required.,0
649,649,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I definitely agree with Haggis.,0
650,650,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Getting a dialed-in backhand topspin drive can be a problem, I definitely had it a couple years ago.",0
651,651,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Watching some videos (mainly Brett's) helped, but what REALLY helped was some coaching and time with a robot.",0
652,652,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,It was a matter of racket angle and use of wrist that was the problem.,0
653,653,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"The problem is definitely NOT the rubber (unless you're playing with long pips and trying to loop, or something like that..  ).Iskandar",0
654,654,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Just giving in my input if you haven't made a choice yet.,0
655,655,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Just FYI this is my personal experience.,0
656,656,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I've played with Sevens and Mech-Tek 2.1mm.,0
657,657,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I actually bought the Silver Dragon Double Carbon with Sevens rubber for my girlfriend as her first paddle.,0
658,658,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I played with it for a couple months and it's actually a pretty good setup for beginners and even for intermediate.,0
659,659,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"As it was mentioned, I did find the Sevens rubber to have a low throw angle.",3
660,660,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Agreeing with others you have to make an adjustment when switching between rubbers/blades.,0
661,661,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I have 4 setups that I can play with and I'm very comfortable switching among them.,0
662,662,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The Sevens rubber had a good tackiness to it from new (6.5/10 I was able to hold the ball for about 2 seconds).,3
663,663,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,After a couple months of playing the tackiness is still good (6/10).,3
664,664,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,My current setup is a Xiom Hayabusa ZXi with Super 999T on FH and Mech-Tek Predator on BH.,0
665,665,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I've tested my friend's Tenergy 80FX so in comparison with Mech-Tek it's similar but Tenergy is much more bouncy and faster.,1
666,666,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I tried playing the Tenergy on my FH but I didn't like it at all.,3
667,667,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"However, I wouldn't hesitate to play Mech-Tek on my FH, which to me felt a lot better.",3
668,668,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,As for spin I can't comment on Tenergy but Mech-Tek gives plenty.,3
669,669,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The throw angle on Mech-Tek doesn't seem to be high or low.,5
670,670,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Just yesterday during a rally I was able to perform a fast backhand loop from under the table and go over the net with about 2-2.5 inches of clearance.,0
671,671,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Really surprised me as I've never done that.,0
672,672,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,There's much more to the rubber that I haven't seen.,0
673,673,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"In addition, I was very surprised about the tackiness of Mech-Tek when I first got it (5/10).",0
674,674,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Although now after a couple of months it's lost it.,0
675,675,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,And as it states they sure are grippy.,4
676,676,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Staticshock10 - thank you for your input.,0
677,677,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I called up and spoke to Tom from Zeropong and went with his recommendations (shown in my signature).,0
678,678,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I bought both of them with the GearZ sponge which is extremely good.,0
679,679,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I do think I should have gone for the Mech-Tek for my BH instead of the X3 Diamond; I would have been able to handle it.,0
680,680,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,It is not that the X3 Diamond is bad - far from it.,3
681,681,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,But I feel that the Mech-Tek would have been better for me from a mid-court perspective.I'm still developing a more consistent BH but do not want to EJ since I feel that will impact my learning curve.,3
682,682,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,It took me a while to get used to this new setup and would like to focus on refining my technique.,0
683,683,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I will buy the Mech-Tek when it is time to change the current rubbers since my game should have progressed quite a bit by then.,0
684,684,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The Burst is surprisingly good on the FH and I like it a lot.Thanks again to all for your advice and feedback.,3
685,685,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,It will help me a lot in my TT journey.,0
686,686,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Interesting finding:I recently tested out Mech-Tek on FH and Super 999T on BH.,0
687,687,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Surprisingly, I like it a lot.",0
688,688,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I personally think that Mech-Tek is better on the FH than on BH.,0
689,689,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Loops were very crisp and beautiful.,4
690,690,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"Smashes and ""plays away from the table"" are amazing.",4
691,691,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Really gives you the confidence!,0
692,692,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Short game is very much acceptable.,4
693,693,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I didn't find a problem with pushes.,4
694,694,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Flicks are almost effortless.,4
695,695,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Only downside is that I wish it retained it's tackiness better because serves aren't as spiny when new.,4
696,696,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"And with this setup, I find my BH to have more control with a tackier rubber.",3
697,697,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Chiquita flicks (banana) feel a lot better than the Mech-Tek as well.,4
698,698,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"I've been using Burst Thor's on my FH and Mech-Tek on my BH (penhold) for a while and really like both.I recently saw that Gambler now has Burst with the Gearz sponge, and also X3 Diamond with Gearz (a mechanical grippy rubber).How does Burst Gearz compare to Burst Thor's?How does X3 Diamond Gearz compare to Mech-Tek?Any thoughts would be appreciated.",0
699,699,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I haven't been able to find any good information about these rubbers despite intensive googling.,0
700,700,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The guy who owns the company that makes Gambler rubbers posts on this forum Maybe he'll chip in here.Iskandar,0
701,701,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I have used Burst and X3 Diamond with GearZ sponge.,0
702,702,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,However I have not used either Burst Thor's or Mech-Tek.,0
703,703,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The GearZ sponge is supposedly less hard and more bouncy than the Thor while being harder than the older sponge used on the Gambler rubbers.,1
704,704,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I liked the Burst GearZ but felt like I wanted something a bit harder (for me).,3
705,705,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The X3 Diamond is let down by its top sheet being hard and brittle (mine cracked at the edges where it may have hit the table).,3
706,706,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I have not had the cracking issue on other brands or even with the Burst.,3
707,707,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"I bought a sheet to try and would say this, in play the rubber is quite good and like it was posted above pretty comparable to H3.",-1
708,708,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,But what made me go back to the h3 was spin on serve.,-1
709,709,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,I couldn’t get enough with the Burst.,-1
710,710,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Just to complete the Burst review.,-1
711,711,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Played yesterday against partners and my previous comments stand.,-1
712,712,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"From the partners' perspective, there was little difference between H3 and Burst/Thor in terms of spin and the famous dip after bounce.",-1
713,713,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,I did intentionally close my blade a bit more with the Burst to offset the higher arc but that was the only modification made.,-1
714,714,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Blocks against power loops and slow topspins were about equal.,-1
715,715,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,There was one difference re: previous post on serve.,-1
716,716,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,The Burst/Thor was as spinny--if not more--than the H3.,-1
717,717,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"My serves, however, are graze-thin and, when effective, both rubbers were dangerous on the serve.",-1
718,718,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"Considering the higher tackiness on the Burst, this may not be altogether surprising.Conclusion: this is a great H3 alternative.",-1
719,719,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"Since the USD price is only $4.50 between them, any preference would be justified by the push/flick difference in your play with the proviso that going from H3 to Burst will require a slight close on blade angle (or more forward stroke).",-1
720,720,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Thanks for the review Epictetus!,-1
721,721,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,One question for you: what about the weight?,-1
722,722,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Burst with Thor's sponge vs H3 neo?,-1
723,723,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,I looked for something slightly more dynamic than H3Neo and tested the Nittaku H3 Pro Turbo and that rubber was SOOO heavy.,-1
724,724,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Thanks !,-1
725,725,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,..,-1
726,726,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"Funny, I am using Burst Thors Hammer and H3 Neo on 2 defplays.The Burst was really good, but the throw angle was higher, particularly on drives and blocks.",-1
727,727,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"On pushes the high throw was problematic at first, but in the opposite direction because it's a push, your pushes go into the net.",-1
728,728,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"After some adjustment time, this is manageable, but your room for error is less.",-1
729,729,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"The Speed is far more on the Burst, so less effort for loops, blocks with more speed, but more care needs to be taken on pushes and chops.",-1
730,730,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"The H3 is definitely spinnier on just about everything, particularly on serves, and even more so on short serves.Both chop well, I prefer the H3 because of the lower throw.",-1
731,731,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"If it weren't for the difference on service, I'd likely prefer the Burst as it's more Euro feeling with the Thor's Hammer sponge.The H3 is tackier, even though it is older and more used than the Burst.",-1
732,732,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,We'll see if the Burst increases in tack...the H3 did.,-1
733,733,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Great info...,-1
734,734,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Thanks!What about weight difference between both?,-1
735,735,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"I didn't weigh them on a scale, but the Burst with Thors is definitely lighter.",-1
736,736,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,I'd say quite a bit lighter.,-1
737,737,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,"Good rubber, great value.",-1
738,738,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Awesome.,-1
739,739,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Thanks!,-1
740,740,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,I saw that Gambler recently released the Burst with the Gearz sponge.,-1
741,741,5f6c27116d99ef02106d72a5,GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,Anyone know what this sponge is like compared to the Thor's?,-1
742,742,5f6c27156d99ef02106d72a8,Experiences on chopping with Hurricane 3 (boosted/unboosted),Chopping with H3 is a lot!,-1
743,743,5f6c27156d99ef02106d72a8,Experiences on chopping with Hurricane 3 (boosted/unboosted),easier than with T05.,-1
744,744,5f6c27156d99ef02106d72a8,Experiences on chopping with Hurricane 3 (boosted/unboosted),Even fast spins u can chop.,-1
745,745,5f6c27156d99ef02106d72a8,Experiences on chopping with Hurricane 3 (boosted/unboosted),With T05 on my fast blade it is very difficult.,-1
