,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
1068,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,"It may be considered durable because the sponge is hard, but Rakza7 has a sponge about as hard only with a lasting topsheet.",comparative,"It may be considered durable because the sponge is hard, but Yasaka-Rakza-7 has a sponge about as hard only with a lasting topsheet.","['It', 'may', 'be', 'considered', 'durable', 'because', 'the', 'sponge', 'is', 'hard', ',', 'but', 'Yasaka-Rakza-7', 'has', 'a', 'sponge', 'about', 'as', 'hard', 'only', 'with', 'a', 'lasting', 'topsheet', '.']",['Yasaka-Rakza-7'],[62],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1069,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,Rakza is much better than those newer synthetic rubbers.,comparative,Yasaka-Rakza is much better than those newer synthetic rubbers.,"['Yasaka-Rakza', 'is', 'much', 'better', 'than', 'those', 'newer', 'synthetic', 'rubbers', '.']",['Yasaka-Rakza'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[14],['greater'],['better'],[],[],[],[]
1075,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,I tried MX-S because it was harder.,comparative,I tried Tibhar-Evolution-MX-S because it was harder.,"['I', 'tried', 'Tibhar-Evolution-MX-S', 'because', 'it', 'was', 'harder', '.']",['Tibhar-Evolution-MX-S'],[8],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[45],['greater'],['harder'],['hardness']
1080,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,It seems to be between S2 and MX-S.,comparative,It seems to be between Donic-Acuda-S2 and Tibhar-Evolution-MX-S.,"['It', 'seems', 'to', 'be', 'between', 'Donic-Acuda-S2', 'and', 'Tibhar-Evolution-MX-S', '.']","['Donic-Acuda-S2', 'Tibhar-Evolution-MX-S']","[23, 42]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1087,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,Spinnier and faster.,comparative,Spinnier and faster.,"['Spinnier', 'and', 'faster', '.']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],"[0, 13]","['greater', 'greater']","['spinnier', 'faster']","['spin', 'speed']"
1089,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,Actually mxs was designed for the polyball and is newer than mxp.,comparative,Actually Tibhar-Evolution-MX-S was designed for the polyball and is newer than Tibhar-Evolution-MX-P.,"['Actually', 'Tibhar-Evolution-MX-S', 'was', 'designed', 'for', 'the', 'polyball', 'and', 'is', 'newer', 'than', 'Tibhar-Evolution-MX-P', '.']","['Tibhar-Evolution-MX-S', 'Tibhar-Evolution-MX-P']","[9, 79]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1098,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,I’ve heard it’s slightly slower but harder and spinnier.,comparative,I’ve heard it’s slightly slower but harder and spinnier.,"['I', '’', 've', 'heard', 'it', '’', 's', 'slightly', 'slower', 'but', 'harder', 'and', 'spinnier', '.']",[],[],1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,[26],['less'],['low'],"[47, 25, 36]","['greater', 'less', 'greater']","['spinnier', 'slower', 'harder']","['spin', 'speed', 'hardness']"
1103,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,I really don't like the catapult of Vega Pro either so I prefer G1 to it as well.,comparative,I really don't like the catapult of Xiom-Vega-Pro either so I prefer G1 to it as well.,"['I', 'really', 'do', ""n't"", 'like', 'the', 'catapult', 'of', 'Xiom-Vega-Pro', 'either', 'so', 'I', 'prefer', 'G1', 'to', 'it', 'as', 'well', '.']",['Xiom-Vega-Pro'],[37],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[57],['greater'],['prefer'],[],[],[],[]
1117,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,"I wrote a review but I would say that G1 is the best rubber of the ESN generation that includes Baracuda, Hexer, Genius, Xplode, Vega Pro etc.",comparative,"I wrote a review but I would say that G1 is the best rubber of the ESN-rubbers generation that includes Donic-Baracuda, Andro-Hexer, Tibhar-Genius, Xplode, Xiom-Vega-Pro etc.","['I', 'wrote', 'a', 'review', 'but', 'I', 'would', 'say', 'that', 'G1', 'is', 'the', 'best', 'rubber', 'of', 'the', 'ESN-rubbers', 'generation', 'that', 'includes', 'Donic-Baracuda', ',', 'Andro-Hexer', ',', 'Tibhar-Genius', ',', 'Xplode', ',', 'Xiom-Vega-Pro', 'etc', '.']","['ESN-rubbers', 'Donic-Baracuda', 'Andro-Hexer', 'Tibhar-Genius', 'Xiom-Vega-Pro']","[67, 104, 121, 135, 160]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[48],['greater'],['best'],[],[],[],[]
1121,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,I think it can suit a wide variety of players - it definitely isn't as much work as MX-S to use.,comparative,I think it can suit a wide variety of players - it definitely isn't as much work as Tibhar-Evolution-MX-S to use.,"['I', 'think', 'it', 'can', 'suit', 'a', 'wide', 'variety', 'of', 'players', '-', 'it', 'definitely', 'is', ""n't"", 'as', 'much', 'work', 'as', 'Tibhar-Evolution-MX-S', 'to', 'use', '.']",['Tibhar-Evolution-MX-S'],[85],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[62],['less'],"[""isn't as""]",[],[],[],[]
1127,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,It is slower than Tenergy and only a little slower than Rakza 7 but I never played Rakza 7 for extended period.,comparative,It is slower than Butterfly-Tenergy and only a little slower than Yasaka-Rakza-7 but I never played Yasaka-Rakza-7 for extended period.,"['It', 'is', 'slower', 'than', 'Butterfly-Tenergy', 'and', 'only', 'a', 'little', 'slower', 'than', 'Yasaka-Rakza-7', 'but', 'I', 'never', 'played', 'Yasaka-Rakza-7', 'for', 'extended', 'period', '.']","['Butterfly-Tenergy', 'Yasaka-Rakza-7', 'Yasaka-Rakza-7']","[18, 66, 100]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[7],['less'],['low'],[6],['less'],['slower'],['speed']
1128,5f687466f57afe037caed0ce,Rakza 7 vs Evolution MX-S?,My club mate who did said he preferred G1 and thought it was an improved Razka 7 when he tested it ( and this was without my asking for that comparison).,comparative,My club mate who did said he preferred G1 and thought it was an improved Razka 7 when he tested it ( and this was without my asking for that comparison).,"['My', 'club', 'mate', 'who', 'did', 'said', 'he', 'preferred', 'G1', 'and', 'thought', 'it', 'was', 'an', 'improved', 'Razka', '7', 'when', 'he', 'tested', 'it', '(', 'and', 'this', 'was', 'without', 'my', 'asking', 'for', 'that', 'comparison', ')', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[29],['greater'],['prefer'],[],[],[],[]
1153,5f687487f57afe037caed0e4,Tibhar Genius (vs Donic Baracuda),"Many people have switched to Tibhar Evolution MX-P (due to clever marketing thinking it was Japanese, which at that time was still all the rage), with bluefire M1 and Rasant (turbo/PowerGrip) being quite similar.",comparative,"Many people have switched to Tibhar-Evolution-MX-P (due to clever marketing thinking it was Japanese, which at that time was still all the rage), with Donic-Bluefire-M1 and Andro-Rasant (turbo/PowerGrip) being quite similar.","['Many', 'people', 'have', 'switched', 'to', 'Tibhar-Evolution-MX-P', '(', 'due', 'to', 'clever', 'marketing', 'thinking', 'it', 'was', 'Japanese', ',', 'which', 'at', 'that', 'time', 'was', 'still', 'all', 'the', 'rage', ')', ',', 'with', 'Donic-Bluefire-M1', 'and', 'Andro-Rasant', '(', 'turbo/PowerGrip', ')', 'being', 'quite', 'similar', '.']","['Tibhar-Evolution-MX-P', 'Donic-Bluefire-M1', 'Andro-Rasant']","[29, 155, 177]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[204],['equal'],['similar'],[],[],[],[]
1155,5f687487f57afe037caed0e4,Tibhar Genius (vs Donic Baracuda),"As for the comparison of Baracuda to Genius, they are pretty close siblings from the same generation, but I found the Baracuda a bit easier to play (softer topsheet/sponge).",comparative,"As for the comparison of Donic-Baracuda to Tibhar-Genius, they are pretty close siblings from the same generation, but I found the Donic-Baracuda a bit easier to play (softer topsheet/sponge).","['As', 'for', 'the', 'comparison', 'of', 'Donic-Baracuda', 'to', 'Tibhar-Genius', ',', 'they', 'are', 'pretty', 'close', 'siblings', 'from', 'the', 'same', 'generation', ',', 'but', 'I', 'found', 'the', 'Donic-Baracuda', 'a', 'bit', 'easier', 'to', 'play', '(', 'softer', 'topsheet/sponge', ')', '.']","['Donic-Baracuda', 'Tibhar-Genius', 'Donic-Baracuda']","[25, 43, 133]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[133, 54, 85]","['greater', 'equal', 'equal']","['easier', 'pretty close', 'same']",[168],['less'],['softer'],['hardness']
1158,5f687487f57afe037caed0e4,Tibhar Genius (vs Donic Baracuda),"In fact, I found Rhyzer to be spinnier than MX-P which kinda surprised me.",comparative,"In fact, I found Rhyzer to be spinnier than Tibhar-Evolution-MX-P which kinda surprised me.","['In', 'fact', ',', 'I', 'found', 'Rhyzer', 'to', 'be', 'spinnier', 'than', 'Tibhar-Evolution-MX-P', 'which', 'kinda', 'surprised', 'me', '.']",['Tibhar-Evolution-MX-P'],[45],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[30],['greater'],['spinnier'],['spin']
1168,5f687487f57afe037caed0e4,Tibhar Genius (vs Donic Baracuda),"In technical terms, tenergy is obviously still able to produce more spin than European rubbers - in the right hands.",comparative,"In technical terms, Butterfly-Tenergy is obviously still able to produce more spin than European rubbers - in the right hands.","['In', 'technical', 'terms', ',', 'Butterfly-Tenergy', 'is', 'obviously', 'still', 'able', 'to', 'produce', 'more', 'spin', 'than', 'European', 'rubbers', '-', 'in', 'the', 'right', 'hands', '.']",['Butterfly-Tenergy'],[21],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[63],['greater'],['more'],[73],['greater'],['more spin'],['spin']
1182,5f6874cdf57afe037caed112,Nittaku FastArc G1 vs DHS Hurricane 3 Neo Commercial,"Also, both H3 Neo and G1 are relatively slower than MX-P and/or GA8 so you may simply be landing more balls on the table.",comparative,"Also, both DHS-Hurricane-3 Neo and G1 are relatively slower than Tibhar-Evolution-MX-P and/or GA8 so you may simply be landing more balls on the table.","['Also', ',', 'both', 'DHS-Hurricane-3', 'Neo', 'and', 'G1', 'are', 'relatively', 'slower', 'than', 'Tibhar-Evolution-MX-P', 'and/or', 'GA8', 'so', 'you', 'may', 'simply', 'be', 'landing', 'more', 'balls', 'on', 'the', 'table', '.']","['DHS-Hurricane-3', 'Tibhar-Evolution-MX-P']","[12, 66]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[41, 97]","['less', 'greater']","['low', 'more']",[53],['less'],['slower'],['speed']
1242,5f6876d864fe8d59b1ff547e,DHS vs. Tensor - long term investment,"I like t05, but maybe t80 is for you.",comparative,"I like Butterfly-Tenergy-05, but maybe Butterfly-Tenergy-80 is for you.","['I', 'like', 'Butterfly-Tenergy-05', ',', 'but', 'maybe', 'Butterfly-Tenergy-80', 'is', 'for', 'you', '.']","['Butterfly-Tenergy-05', 'Butterfly-Tenergy-80']","[7, 40]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1271,5f6876d864fe8d59b1ff547e,DHS vs. Tensor - long term investment,"its less forgiving if ur stroke isnt properly or false unlike the H3, where u got real big control due to the sticky sheet... but if u hit right the quality of the balls are satisfying.",comparative,"its less forgiving if ur stroke isnt properly or false unlike the DHS-Hurricane-3, where u got real big control due to the sticky sheet... but if u hit right the quality of the balls are satisfying.","['its', 'less', 'forgiving', 'if', 'ur', 'stroke', 'isnt', 'properly', 'or', 'false', 'unlike', 'the', 'DHS-Hurricane-3', ',', 'where', 'u', 'got', 'real', 'big', 'control', 'due', 'to', 'the', 'sticky', 'sheet', '...', 'but', 'if', 'u', 'hit', 'right', 'the', 'quality', 'of', 'the', 'balls', 'are', 'satisfying', '.']",['DHS-Hurricane-3'],[66],0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,[4],['less'],['less'],[],[],[],[]
1283,5f6876df64fe8d59b1ff5482,Which one do you prefer on BH between EL-P vs EL-S,I would use the EL-P as its softer.,comparative,I would use the Tibhar-Evolution-EL-P as its softer.,"['I', 'would', 'use', 'the', 'Tibhar-Evolution-EL-P', 'as', 'its', 'softer', '.']",['Tibhar-Evolution-EL-P'],[16],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[45],['less'],['softer'],['hardness']
1285,5f6876df64fe8d59b1ff5482,Which one do you prefer on BH between EL-P vs EL-S,"I have used both rubbers on BH and i prefer EL-S...much better than EL-P for looping, block, attacking both in short and awa from table",comparative,"I have used both rubbers on BH and i prefer Tibhar-Evolution-EL-S...much better than Tibhar-Evolution-EL-P for looping, block, attacking both in short and awa from table","['I', 'have', 'used', 'both', 'rubbers', 'on', 'BH', 'and', 'i', 'prefer', 'Tibhar-Evolution-EL-S', '...', 'much', 'better', 'than', 'Tibhar-Evolution-EL-P', 'for', 'looping', ',', 'block', ',', 'attacking', 'both', 'in', 'short', 'and', 'awa', 'from', 'table']","['Tibhar-Evolution-EL-S', 'Tibhar-Evolution-EL-P']","[44, 87]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,"[37, 56]","['greater', 'greater']","['prefer', 'better']",[],[],[],[]
1289,5f6876df64fe8d59b1ff5482,Which one do you prefer on BH between EL-P vs EL-S,"Also felt much better than EL-P, more control, easier to block, loop ... Now I switched to a different blade anyway ..",comparative,"Also felt much better than Tibhar-Evolution-EL-P, more control, easier to block, loop ... Now I switched to a different blade anyway ..","['Also', 'felt', 'much', 'better', 'than', 'Tibhar-Evolution-EL-P', ',', 'more', 'control', ',', 'easier', 'to', 'block', ',', 'loop', '...', 'Now', 'I', 'switched', 'to', 'a', 'different', 'blade', 'anyway', '..']",['Tibhar-Evolution-EL-P'],[27],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[47, 15, 33]","['greater', 'greater', 'greater']","['easier', 'better', 'more']",[50],['greater'],['more control'],['control']
1291,5f6876df64fe8d59b1ff5482,Which one do you prefer on BH between EL-P vs EL-S,EL-P has a much stiffer topsheet and an overall harder feel than EL-S.,comparative,Tibhar-Evolution-EL-P has a much stiffer topsheet and an overall harder feel than Tibhar-Evolution-EL-S.,"['Tibhar-Evolution-EL-P', 'has', 'a', 'much', 'stiffer', 'topsheet', 'and', 'an', 'overall', 'harder', 'feel', 'than', 'Tibhar-Evolution-EL-S', '.']","['Tibhar-Evolution-EL-P', 'Tibhar-Evolution-EL-S']","[0, 82]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[65],['greater'],['harder'],['hardness']
1292,5f6876df64fe8d59b1ff5482,Which one do you prefer on BH between EL-P vs EL-S,"But it depends on your game, go for EL-P if you rely on blocking and countering (direct shots) more than on spinny shots.",comparative,"But it depends on your game, go for Tibhar-Evolution-EL-P if you rely on blocking and countering (direct shots) more than on spinny shots.","['But', 'it', 'depends', 'on', 'your', 'game', ',', 'go', 'for', 'Tibhar-Evolution-EL-P', 'if', 'you', 'rely', 'on', 'blocking', 'and', 'countering', '(', 'direct', 'shots', ')', 'more', 'than', 'on', 'spinny', 'shots', '.']",['Tibhar-Evolution-EL-P'],[37],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[108, 95]","['greater', 'greater']","['spinny', 'more']",[],[],[],[]
1293,5f6876df64fe8d59b1ff5482,Which one do you prefer on BH between EL-P vs EL-S,EL-S is mu choice since the el-p easily loses its bounciness and the el-s is spinnier with a lil bit more bounce.,comparative,Tibhar-Evolution-EL-S is mu choice since the Tibhar-Evolution-EL-P easily loses its bounciness and the Tibhar-Evolution-EL-S is spinnier with a lil bit more bounce.,"['Tibhar-Evolution-EL-S', 'is', 'mu', 'choice', 'since', 'the', 'Tibhar-Evolution-EL-P', 'easily', 'loses', 'its', 'bounciness', 'and', 'the', 'Tibhar-Evolution-EL-S', 'is', 'spinnier', 'with', 'a', 'lil', 'bit', 'more', 'bounce', '.']","['Tibhar-Evolution-EL-S', 'Tibhar-Evolution-EL-P', 'Tibhar-Evolution-EL-S']","[0, 45, 103]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[101],['greater'],['more'],[128],['greater'],['spinnier'],['spin']
1295,5f6876e964fe8d59b1ff5488,DHS Hurricane 3-50 soft vs Hurricane 8,Hurricane 8 is harder and Hurricane 3-50 is softer.,comparative,DHS-Hurricane-8 is harder and DHS-Hurricane-3-50 is softer.,"['DHS-Hurricane-8', 'is', 'harder', 'and', 'DHS-Hurricane-3-50', 'is', 'softer', '.']","['DHS-Hurricane-8', 'DHS-Hurricane-3-50']","[0, 30]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],"[52, 19]","['less', 'greater']","['softer', 'harder']","['hardness', 'hardness']"
1305,5f6876ef64fe8d59b1ff548c,Tenergy 05 max vs 05 1.9,I've used both at the same time and can definitely confirm T05 throws higher than T05FX,comparative,I've used both at the same time and can definitely confirm Butterfly-Tenergy-05 throws higher than Butterfly-Tenergy-05-FX,"['I', ""'ve"", 'used', 'both', 'at', 'the', 'same', 'time', 'and', 'can', 'definitely', 'confirm', 'Butterfly-Tenergy-05', 'throws', 'higher', 'than', 'Butterfly-Tenergy-05-FX']","['Butterfly-Tenergy-05', 'Butterfly-Tenergy-05-FX']","[60, 100]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[22],['equal'],['same'],[87],['greater'],['higher'],['throw angle']
1306,5f6876fa64fe8d59b1ff5492,Xiom Vega Pro vs Tibhar Evolution MX-P,"Feels a bit firmer, less edgy, about equally hard, very durable and quite affordable to boot, speedy but not like MX-P, spinny but not like MX-P. Great rubber if you’re below pro level.",comparative,"Feels a bit firmer, less edgy, about equally hard, very durable and quite affordable to boot, speedy but not like Tibhar-Evolution-MX-P, spinny but not like Tibhar-Evolution-MX-P. Great rubber if you’re below pro level.","['Feels', 'a', 'bit', 'firmer', ',', 'less', 'edgy', ',', 'about', 'equally', 'hard', ',', 'very', 'durable', 'and', 'quite', 'affordable', 'to', 'boot', ',', 'speedy', 'but', 'not', 'like', 'Tibhar-Evolution-MX-P', ',', 'spinny', 'but', 'not', 'like', 'Tibhar-Evolution-MX-P.', 'Great', 'rubber', 'if', 'you', '’', 're', 'below', 'pro', 'level', '.']",['Tibhar-Evolution-MX-P'],[118],1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,"[171, 20, 12, 94, 120, 37]","['less', 'less', 'greater', 'greater', 'greater', 'equal']","['low', 'less', 'firmer', 'speedy', 'spinny', 'equal']",[12],['greater'],['firmer'],['hardness']
1308,5f6876fa64fe8d59b1ff5492,Xiom Vega Pro vs Tibhar Evolution MX-P,I'll add that it has more control than MX-P.,comparative,I'll add that it has more control than Tibhar-Evolution-MX-P.,"['I', ""'ll"", 'add', 'that', 'it', 'has', 'more', 'control', 'than', 'Tibhar-Evolution-MX-P', '.']",['Tibhar-Evolution-MX-P'],[40],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[21],['greater'],['more'],[21],['greater'],['more control'],['control']
1313,5f6876fb64fe8d59b1ff5493,Xiom vega pro vs neo 3?,"If you want H3 Neo similiar, it is Vega China",comparative,"If you want DHS-Hurricane-3 Neo similiar, it is Vega China","['If', 'you', 'want', 'DHS-Hurricane-3', 'Neo', 'similiar', ',', 'it', 'is', 'Vega', 'China']",['DHS-Hurricane-3'],[12],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[19],['equal'],['similiar'],[],[],[],[]
1340,5f68772064fe8d59b1ff54a5,Tensor vs chinese,"3) More powerful than anything if you topspin with a lot of power (hard sponge=speed, tack=able to grab the ball in angles that would be difficult for non-tacky rubbers)",comparative,"3) More powerful than anything if you topspin with a lot of power (hard sponge=speed, tack=able to grab the ball in angles that would be difficult for non-tacky rubbers)","['3', ')', 'More', 'powerful', 'than', 'anything', 'if', 'you', 'topspin', 'with', 'a', 'lot', 'of', 'power', '(', 'hard', 'sponge=speed', ',', 'tack=able', 'to', 'grab', 'the', 'ball', 'in', 'angles', 'that', 'would', 'be', 'difficult', 'for', 'non-tacky', 'rubbers', ')']",[],[],0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,[3],['greater'],['more'],[],[],[],[]
1347,5f68772064fe8d59b1ff54a5,Tensor vs chinese,"1) Chinese rubbers are much, much cheaper generally",comparative,"1) Chinese-rubbers are much, much cheaper generally","['1', ')', 'Chinese-rubbers', 'are', 'much', ',', 'much', 'cheaper', 'generally']",['Chinese-rubbers'],[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1348,5f68772064fe8d59b1ff54a5,Tensor vs chinese,"2) Chinese hard/tacky rubbers are, in my experience, longer lived.",comparative,"2) Chinese hard/tacky rubbers are, in my experience, longer lived.","['2', ')', 'Chinese', 'hard/tacky', 'rubbers', 'are', ',', 'in', 'my', 'experience', ',', 'longer', 'lived', '.']",[],[],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1359,5f68772064fe8d59b1ff54a5,Tensor vs chinese,They are very different s2 is a soft euro rubber and thee h3 is much harder.,comparative,They are very different Donic-Acuda-S2 is a soft euro rubber and thee DHS-Hurricane-3 is much harder.,"['They', 'are', 'very', 'different', 'Donic-Acuda-S2', 'is', 'a', 'soft', 'euro', 'rubber', 'and', 'thee', 'DHS-Hurricane-3', 'is', 'much', 'harder', '.']","['Donic-Acuda-S2', 'DHS-Hurricane-3']","[24, 70]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[94],['greater'],['harder'],['hardness']
1363,5f68773264fe8d59b1ff54b1,Andro Rasanter R47 and R50 vs Butterfly Tenergy 05,Tenergy 05 is still spinny and faster than R50.,comparative,Butterfly-Tenergy-05 is still spinny and faster than R50.,"['Butterfly-Tenergy-05', 'is', 'still', 'spinny', 'and', 'faster', 'than', 'R50', '.']",['Butterfly-Tenergy-05'],[0],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[20],['greater'],['spinny'],[41],['greater'],['faster'],['speed']
1364,5f68773264fe8d59b1ff54b1,Andro Rasanter R47 and R50 vs Butterfly Tenergy 05,R50 is slower than R47.,comparative,R50 is slower than R47.,"['R50', 'is', 'slower', 'than', 'R47', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[8],['less'],['low'],[7],['less'],['slower'],['speed']
1365,5f68773264fe8d59b1ff54b1,Andro Rasanter R47 and R50 vs Butterfly Tenergy 05,"Speedwise, R47 is bouncier than T05 but with lesser spin.",comparative,"Speedwise, R47 is bouncier than Butterfly-Tenergy-05 but with lesser spin.","['Speedwise', ',', 'R47', 'is', 'bouncier', 'than', 'Butterfly-Tenergy-05', 'but', 'with', 'lesser', 'spin', '.']",['Butterfly-Tenergy-05'],[33],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[45],['less'],['less'],[18],['greater'],['bouncier'],['speed']
1380,5f68774964fe8d59b1ff54bf,Rakza 7 soft MAX VS Tibhar Evo EL-S 1.9 on BH ?,Compared to the Mantra M id say the catapult isnt as prominent and the rubber is not as fast.,comparative,Compared to the Stiga-Mantra-M id say the catapult isnt as prominent and the rubber is not as fast.,"['Compared', 'to', 'the', 'Stiga-Mantra-M', 'id', 'say', 'the', 'catapult', 'isnt', 'as', 'prominent', 'and', 'the', 'rubber', 'is', 'not', 'as', 'fast', '.']",['Stiga-Mantra-M'],[16],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[81],['less'],['not as'],[87],['less'],['not as fast'],['speed']
1393,5f68774964fe8d59b1ff54bf,Rakza 7 soft MAX VS Tibhar Evo EL-S 1.9 on BH ?,Also you couldgo for fx-s instead of el-s for more control and less power.,comparative,Also you couldgo for Tibhar-Evolution-FX-S instead of Tibhar-Evolution-EL-S for more control and less power.,"['Also', 'you', 'couldgo', 'for', 'Tibhar-Evolution-FX-S', 'instead', 'of', 'Tibhar-Evolution-EL-S', 'for', 'more', 'control', 'and', 'less', 'power', '.']","['Tibhar-Evolution-FX-S', 'Tibhar-Evolution-EL-S']","[21, 54]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[63, 46]","['less', 'greater']","['less', 'more']",[80],['greater'],['more control'],['control']
1396,5f68776a64fe8d59b1ff54d1,MX-S vs. Genesis M,"i say the speed is almost the same but with a higher arc on the mx-s. overall, i like the mxs better because it is a well balanced rubber in terms of control and speed and it has this vicious spin potential that is greater than the genesis m. also, it is not as sensitive to incoming spin.",comparative,"i say the speed is almost the same but with a higher arc on the Tibhar-Evolution-MX-S. overall, i like the Tibhar-Evolution-MX-S better because it is a well balanced rubber in terms of control and speed and it has this vicious spin potential that is greater than the Stiga-Genesis-M. also, it is not as sensitive to incoming spin.","['i', 'say', 'the', 'speed', 'is', 'almost', 'the', 'same', 'but', 'with', 'a', 'higher', 'arc', 'on', 'the', 'Tibhar-Evolution-MX-S.', 'overall', ',', 'i', 'like', 'the', 'Tibhar-Evolution-MX-S', 'better', 'because', 'it', 'is', 'a', 'well', 'balanced', 'rubber', 'in', 'terms', 'of', 'control', 'and', 'speed', 'and', 'it', 'has', 'this', 'vicious', 'spin', 'potential', 'that', 'is', 'greater', 'than', 'the', 'Stiga-Genesis-M.', 'also', ',', 'it', 'is', 'not', 'as', 'sensitive', 'to', 'incoming', 'spin', '.']",['Tibhar-Evolution-MX-S'],[108],1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,"[255, 215, 94, 30]","['less', 'greater', 'greater', 'equal']","['not as', 'greater', 'better', 'same']",[46],['greater'],['higher'],['throw angle']
