,id,thread_title,reply_split,classification
187,5f6c26ac6d99ef02106d726a,Palio HK1997 gold or 729 Bloom Power,Thor's Hammer is significantly harder than BD and harder than Gearz by a seemingly larger margin than Gearz to BD.,1
188,5f6c26ac6d99ef02106d726a,Palio HK1997 gold or 729 Bloom Power,"As I stated previously, from when I spoke to Tom last, he seemed to indicate that GearZ was the replacement for BD.",1
189,5f6c26ac6d99ef02106d726a,Palio HK1997 gold or 729 Bloom Power,"That would make sense if the hardness was similar but the sponge was more ""active"".",2
190,5f6c26ac6d99ef02106d726a,Palio HK1997 gold or 729 Bloom Power,"I could see Gearz replacing Blue Diamond for rubbers intended to be high performance (Burst, Big Gun, etc.)",1
191,5f6c26ac6d99ef02106d726a,Palio HK1997 gold or 729 Bloom Power,"Gearz would keep most of the ease of play you get with BD, but add an extra 15% or more speed-wise.",1
192,5f6c26fc6d99ef02106d729a,"Want to change FH rubber, Stiga Mantra M to Xiom or Yasaka",They would have harder sponges and might as well provide more spin.,2
193,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Think Hurricane 3 and Sriver but similar to each other.,1
194,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,"I tried Sevens, Zero, and Mech-Tek on my backhandSponge hardnessSevens < Zero Blue sponge < Thor's HammerSpeed ( given my level)Sevens < Zero < Mech-TekBlue sponge softer than Thor''s Hammer sponge.Burst with Thor's Hammer sponge medium hard to hard.",1
195,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,Mech-Tech is bouncier and spinner than either Zero or Sevens.,1
196,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,More challenging to control if your technique unstable.I use a BBC All+ 5 ply blade.,2
197,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The topsheet had less tack compared to Sevens.,2
198,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,I've tested my friend's Tenergy 80FX so in comparison with Mech-Tek it's similar but Tenergy is much more bouncy and faster.,1
199,5f6c270f6d99ef02106d72a4,Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,The GearZ sponge is supposedly less hard and more bouncy than the Thor while being harder than the older sponge used on the Gambler rubbers.,1
200,5f6c27236d99ef02106d72b2,Lightweight/Inexpensive Rubbes,"I've tried the Yellow, and Blue, and I quite like both, as long as they're paired with a blades that're on the stiffer side...",1
201,5f6c27236d99ef02106d72b2,Lightweight/Inexpensive Rubbes,"I suspect Red Dragon would be about as light, and is nontacky, so it might be faster than the Green Dragon.Iskandar",1
202,5f6c272a6d99ef02106d72b7,999T or Nittaku Hurricane Turbo on Donic Waldner Back Devil,"I'm not familiar with Hurricane Turbo, heard its faster than the original Hurricane which was itself a notch faster than the 999T.",1
203,5f6c272a6d99ef02106d72b7,999T or Nittaku Hurricane Turbo on Donic Waldner Back Devil,The Globe stuff and the 999 Corporation stuff is pretty similar.,1
204,5f6c27396d99ef02106d72c1,Backhand rubber - Sanwei T-88 Taiji/Palio Aeolus/neither?,"Second, if anything, they're just a tiny bit slower than the ""generic"" Palio Emperor Dragon I have on another blade, and just a tiny bit harder than the Tin Arc 5 I have on the other side of that blade.",2
205,5f6c274a6d99ef02106d72ca,Friendship Focus III Snipe / Palio AK47 Blue,For a direct comparison the AK47 Blue is slightly faster but actually significantly less grip so you are not going to get higher throw from it.,2
206,5f6c274a6d99ef02106d72ca,Friendship Focus III Snipe / Palio AK47 Blue,It is also a little bit heavier (but still in the light rubbers category so not too much of a concern).,2
207,5f6c274a6d99ef02106d72ca,Friendship Focus III Snipe / Palio AK47 Blue,"For a cheapy with higher surface grip, try the ktl series (pro XP, Rapid Sound etc) both are almost as light and a bit more spinny, speed as with the Focus on the medium-low side.",2
208,5f6c274a6d99ef02106d72ca,Friendship Focus III Snipe / Palio AK47 Blue,I always felt F+S III was a very soft rubber but Palio AK-47 blue is a lot harder and heavier sponge.,1
209,5f6c274a6d99ef02106d72ca,Friendship Focus III Snipe / Palio AK47 Blue,"I am unable to compare ""throw"" for either as I tried these rubbers on different blades and felt it was close enough to feel the same.",2
210,5f6c27894272aba9ab775687,Tibhar Evolution EL-P or EL-S,E.ghttp://blog.tabletennis11.com/tibhar-ev ... ers-reviewelS is supposed to be spinnier not faster.You could try AUrus Prime which is supposed to give a bit more control than MXP/MXS whilst still fast.,1
211,5f6c278e4272aba9ab77568b,Stick with Tenergy 05 or change??,I always preferred 64 over 05 for short action/close to the table counterlooping.,1
212,5f6c27964272aba9ab77568f,Tensor rubber for modern defender-T64/Tibhar Evo or another?,I know  that's why i have indecision  But from my experience Evolution is the closest to Tenergy- which one should be closest to T64?,1
213,5f6c27964272aba9ab77568f,Tensor rubber for modern defender-T64/Tibhar Evo or another?,Similar to T64 but a tad spinnier.,2
214,5f6c286a4272aba9ab77570b,Donic Baracuda vs Yasaka Rakza 7/7 soft,Both rubbers have a decent high-throw but Rakza7 should be a little lower due to the harder sponge.,2
215,5f6c28af4272aba9ab775739,5Q sound or Andro rasant beat,"If u hate tacky rubbers, I'd recommend the usual thing I'd recommend my friends, rakza 7, xiom vega pro ( I myself am getting vega asia soon) , personally haven't tried andro, and the thibar I've tried like MXP is top notch but maybe a tad too fast for my level on my blades right now.The relation to high throw and high control differs from individual, but to me if i were to give comparison of it, t05 vs mxp, on loops with big arm swings t05 goes higher and easier to consistently hit the opponent's side of table, while mxp has a lower and acute angle and travels further needs quite a good precision when using it, bear in mind both rubbers ive tried were on diff blades and both all wood.",1
216,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma",Sigma I Europe and Sigma II Europe are both nice for backhand or someone who likes a medium forehand rubber.What is your level and background?,1
217,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma","William Henzell, Adam Pattantyus)i read Sigma I Pro is faster and spinner than Vega Proi read Sigma II Pro is factory tunned version of Sigma I Pro (so should be the best i guess)",1
218,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma","I think the Sigma I is no longer ITTF approved.AFAIK the Sigma series has a lower throw, so it's a little more suitable for blocking & loop dirve, whereas the Omega is higher throw, more suitable for looping.",1
219,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma","Comparing to Tenergy, the Sigma would be more like the T64, the Omega more like T05.",1
220,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma",Omega v pro is like ten64.,1
221,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma",As far as i know omega v pro is spinnier than 4 pro.,1
222,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma",More bouncy.,2
223,5f6c29ab4272aba9ab7757c3,"Xiom: Vega, Omega or Sigma","I would consider the Omega V to have high throw, almost as high as Tenergy 05.",1
224,5f6c29b34272aba9ab7757c8,Blutenkirsche 868 Chin. or Friendship Supersoft for defense?,"I would expect it to be slower, more tacky and less springy compared to the supersoft...",2
225,5f6c29b34272aba9ab7757c8,Blutenkirsche 868 Chin. or Friendship Supersoft for defense?,Yes the tokyo is a little faster than the regular 868.,1
226,5f6c29b34272aba9ab7757c8,Blutenkirsche 868 Chin. or Friendship Supersoft for defense?,"I tried Kokutaku Tulpe, but still too fast, even faster than H3's spongeBut,The tulpe sponge is worth to try behind your choice of rubber",1
227,5f6c2a657da9e46ccbe15456,Hexer Powersponge/Joola Rhyzm 37.5/Tibhar Evolution FX-P,Joola maxx series is slightly faster having used the 400.,1
228,5f6c2a657da9e46ccbe15456,Hexer Powersponge/Joola Rhyzm 37.5/Tibhar Evolution FX-P,Doesn't feel as good as a T05FX but the FX-P is a high quality rubber and lasts better.,1
229,5f6c2a7a7da9e46ccbe15461,comparing andro 450 to rasant grip or rasant power grip,I think the Omega Euro would be fine as I found that felt slightly softer then the M2 on my Viscaria.,1
