thread_title,URL,author,num_reply
Guide to Chinese rubbers,./viewtopic.php?f=44&t=28794&sid=df90af39906a2c0e0af9a67cc1668345,jaggy_01,6
What is the better rubber to cater both for polyball & cel?,./viewtopic.php?f=44&t=28734&sid=df90af39906a2c0e0af9a67cc1668345,Red_lion,23
Found 1.7mm Tenergy in the U.S. ...,./viewtopic.php?f=44&t=28765&sid=df90af39906a2c0e0af9a67cc1668345,Zhaoyang,1
Fast hard tensor for a modern defender,./viewtopic.php?f=44&t=28764&sid=df90af39906a2c0e0af9a67cc1668345,Tenergy05fx,2
LKT Pro XP/1.2mm Air Supersoft Sponge - Inverted Chopping,./viewtopic.php?f=44&t=28305&sid=df90af39906a2c0e0af9a67cc1668345,Japsican,11
Lighter Tensors / current generation glue effect rubbers,./viewtopic.php?f=44&t=28400&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,9
Andro Plaxon,./viewtopic.php?f=44&t=28696&sid=df90af39906a2c0e0af9a67cc1668345,playingforfun,3
Need help for rubbers for these particular blades,./viewtopic.php?f=44&t=28677&sid=df90af39906a2c0e0af9a67cc1668345,zein,2
Dr. Neubauer Domination Speed test report,./viewtopic.php?f=44&t=28646&sid=df90af39906a2c0e0af9a67cc1668345,Matt Pimple,5
The new Victas V>15 extra & Limber - Free Rubbers for Review,./viewtopic.php?f=44&t=27939&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,24
What Style am I?,./viewtopic.php?f=44&t=28588&sid=df90af39906a2c0e0af9a67cc1668345,zein,5
Aggressive push with inverted,./viewtopic.php?f=44&t=28522&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,2
JUIC 999 Turbo Review,./viewtopic.php?f=44&t=16361&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,68
How good a player do you have to be to appreciate Tenergy,./viewtopic.php?f=44&t=28360&sid=df90af39906a2c0e0af9a67cc1668345,Cobalt,17
Stores to buy Tenergy rubbers in London and Paris,./viewtopic.php?f=44&t=28028&sid=df90af39906a2c0e0af9a67cc1668345,alex5908,38
Air DefenderS and AssassinS,./viewtopic.php?f=44&t=27806&sid=df90af39906a2c0e0af9a67cc1668345,Japsican,22
KTL Golden Star - NEW LKT/KTL rubber,./viewtopic.php?f=44&t=19113&sid=df90af39906a2c0e0af9a67cc1668345,decoy,52
YASAKA Original- The Fossil,./viewtopic.php?f=44&t=28435&sid=df90af39906a2c0e0af9a67cc1668345,ilikepie,3
"Can anyone remove, double: Hurricane 8, anyone tried it?",./viewtopic.php?f=44&t=27945&sid=df90af39906a2c0e0af9a67cc1668345,Def-attack,3
All-round rubbers in comparison,./viewtopic.php?f=44&t=17096&sid=df90af39906a2c0e0af9a67cc1668345,ilikepie,45
Learn to chop with 2x inverted first. Rubbers?,./viewtopic.php?f=44&t=28362&sid=df90af39906a2c0e0af9a67cc1668345,Da Baobei,9
Differences between the Rakza line,./viewtopic.php?f=44&t=28379&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,4
Nittaku Revspin,./viewtopic.php?f=44&t=28363&sid=df90af39906a2c0e0af9a67cc1668345,Da Baobei,3
To go tensor or not? ,./viewtopic.php?f=44&t=28134&sid=df90af39906a2c0e0af9a67cc1668345,Cobalt,25
729 Super Fx vs Cream Transcend for FH loops?,./viewtopic.php?f=44&t=21976&sid=df90af39906a2c0e0af9a67cc1668345,na118,13
what rubber good for a hinoki blade?,./viewtopic.php?f=44&t=27378&sid=df90af39906a2c0e0af9a67cc1668345,loopinsmalltown,16
FH rubber for Joo see Hyuk blade.,./viewtopic.php?f=44&t=23416&sid=df90af39906a2c0e0af9a67cc1668345,Tenergy05fx,16
"Xiom: Vega, Omega or Sigma",./viewtopic.php?f=44&t=22528&sid=df90af39906a2c0e0af9a67cc1668345,Khangaroo123,28
"vega eu, baracuda, evolution fx-p, bluefire JP03",./viewtopic.php?f=44&t=28264&sid=df90af39906a2c0e0af9a67cc1668345,garbol,0
Some information about Victas rubbers,./viewtopic.php?f=44&t=27810&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,3
Tackiness Chop or TSP Triple Spin Chop...spin on serve?,./viewtopic.php?f=44&t=28168&sid=df90af39906a2c0e0af9a67cc1668345,Underspin,6
Haifu Shark II review (red sponge),./viewtopic.php?f=44&t=17239&sid=df90af39906a2c0e0af9a67cc1668345,foam,27
Blutenkirsche 868 Chin. or Friendship Supersoft for defense?,./viewtopic.php?f=44&t=2004&sid=df90af39906a2c0e0af9a67cc1668345,Kees,7
"xiom omega v (yes, the fifth generation)",./viewtopic.php?f=44&t=23648&sid=df90af39906a2c0e0af9a67cc1668345,thedefender5,14
Rubber for Jpen 40+ ball,./viewtopic.php?f=44&t=28014&sid=df90af39906a2c0e0af9a67cc1668345,crackfst,5
Cheaper alternative to Nitrx 4Z?,./viewtopic.php?f=44&t=27979&sid=df90af39906a2c0e0af9a67cc1668345,SLVBUG,8
Rubber recommendation for an Innerforce ZLC,./viewtopic.php?f=44&t=27916&sid=df90af39906a2c0e0af9a67cc1668345,Multispoke,6
any one tried the new Hurricane 3-50 yet?,./viewtopic.php?f=44&t=25411&sid=df90af39906a2c0e0af9a67cc1668345,loopinsmalltown,70
Spinlord Marder (1.0 ) super belage,./viewtopic.php?f=44&t=27952&sid=df90af39906a2c0e0af9a67cc1668345,osyris21,5
"Re: Tibhar MX-S, Adidas Ultra Tenzone and Omega V Tour",./viewtopic.php?f=44&t=27946&sid=df90af39906a2c0e0af9a67cc1668345,Multispoke,2
"Spinlord Marder 2 (2.0 ; max) + Sword 309 video, defence",./viewtopic.php?f=44&t=27951&sid=df90af39906a2c0e0af9a67cc1668345,osyris21,0
Tenergy 80 FX review,./viewtopic.php?f=44&t=25487&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,47
Haifu shark II vs blue whale II,./viewtopic.php?f=44&t=27779&sid=df90af39906a2c0e0af9a67cc1668345,garbol,14
Tibhar Grip-S vs Grip-S Europe vs Grip-S Europe soft Review,./viewtopic.php?f=44&t=23654&sid=df90af39906a2c0e0af9a67cc1668345,haggisv,28
Hurricane vs. Whale vs. ??? Elite Chinese forehand rubber,./viewtopic.php?f=44&t=25871&sid=df90af39906a2c0e0af9a67cc1668345,iskandar taib,19
Xiom Omega IV Europe,./viewtopic.php?f=44&t=27704&sid=df90af39906a2c0e0af9a67cc1668345,mac33,2
DHS Hurricane Neo 3 2.0mm legit?,./viewtopic.php?f=44&t=27807&sid=df90af39906a2c0e0af9a67cc1668345,striker_,7
Rasant Grip and Powergrip,./viewtopic.php?f=44&t=25310&sid=df90af39906a2c0e0af9a67cc1668345,Bobs_Your_Uncle,21
OOAK Interview with Kees - the interview!,./viewtopic.php?f=44&t=31216&sid=81b12fed9b4f791eb0dff3c199a7cf29,haggisv,10
Introduce yourself,./viewtopic.php?f=44&t=431&sid=81b12fed9b4f791eb0dff3c199a7cf29,haggisv,2378
Lighter alternative to Donic Bluefire M2,./viewtopic.php?f=44&t=27604&sid=81b12fed9b4f791eb0dff3c199a7cf29,Smacktooth,16
Keep Playing with Low Cost(Cheap) Rubbers or Bite the Bullet,./viewtopic.php?f=44&t=27399&sid=81b12fed9b4f791eb0dff3c199a7cf29,ahsq,24
Difference in throw angle of 05 Tenergy 1.9 / 2.1,./viewtopic.php?f=44&t=27665&sid=81b12fed9b4f791eb0dff3c199a7cf29,mac33,3
Rubber to replace Yinhe Jupiter,./viewtopic.php?f=44&t=26057&sid=81b12fed9b4f791eb0dff3c199a7cf29,Cobalt,37
nittaku Alhelg,./viewtopic.php?f=44&t=27625&sid=81b12fed9b4f791eb0dff3c199a7cf29,ebark63,2
weight of rubbers,./viewtopic.php?f=44&t=27605&sid=81b12fed9b4f791eb0dff3c199a7cf29,cgswss,4
"Yet another ""national version""",./viewtopic.php?f=44&t=27529&sid=81b12fed9b4f791eb0dff3c199a7cf29,iskandar taib,13
Reducing the thickness limit from 4mm to 3.5mm,./viewtopic.php?f=44&t=24116&sid=81b12fed9b4f791eb0dff3c199a7cf29,haggisv,68
My rubbers wear out very fast,./viewtopic.php?f=44&t=26446&sid=81b12fed9b4f791eb0dff3c199a7cf29,Aske78,45
ALIEXPRESS...IS IT A BARGAIN?,./viewtopic.php?f=44&t=26400&sid=81b12fed9b4f791eb0dff3c199a7cf29,ILOVEBALSA,34
Soft spinny rubber....better with a thicker sponge?,./viewtopic.php?f=44&t=27273&sid=81b12fed9b4f791eb0dff3c199a7cf29,ChrisBuer,10
Soft rubber with a high throw angle,./viewtopic.php?f=44&t=27503&sid=81b12fed9b4f791eb0dff3c199a7cf29,alex5908,25
"Oh.. er.. yes.. it's another ""what forehand rubber?"" thread",./viewtopic.php?f=44&t=27536&sid=81b12fed9b4f791eb0dff3c199a7cf29,dunc,17
Tenergy 05 and 64 alternatives,./viewtopic.php?f=44&t=26718&sid=81b12fed9b4f791eb0dff3c199a7cf29,alex5908,130
similar to giant dragon storm,./viewtopic.php?f=44&t=27519&sid=81b12fed9b4f791eb0dff3c199a7cf29,gabi,15
Forehand rubber for defender,./viewtopic.php?f=44&t=27365&sid=81b12fed9b4f791eb0dff3c199a7cf29,knuspi2,24
Desirable Combo?,./viewtopic.php?f=44&t=27327&sid=81b12fed9b4f791eb0dff3c199a7cf29,BrandonG,2
Galaxy /Yin-He Sun rubber,./viewtopic.php?f=44&t=14737&sid=81b12fed9b4f791eb0dff3c199a7cf29,haggisv,50
Tenergy 25 fx vs Tenergy 80fx,./viewtopic.php?f=44&t=27295&sid=81b12fed9b4f791eb0dff3c199a7cf29,clarkson,1
Tenergy 25,./viewtopic.php?f=44&t=27289&sid=81b12fed9b4f791eb0dff3c199a7cf29,TTnightmare,1
Very Spinny Rubber that is slower than Tenergy 64,./viewtopic.php?f=44&t=25482&sid=81b12fed9b4f791eb0dff3c199a7cf29,birding&table.tennis,42
Hexer vs Hexer+ vs Hexer Duro,./viewtopic.php?f=44&t=14328&sid=81b12fed9b4f791eb0dff3c199a7cf29,haggisv,20
substitute for byrce speed fx,./viewtopic.php?f=44&t=27242&sid=81b12fed9b4f791eb0dff3c199a7cf29,Moloch,2
T-05fx 2.1mm vs Xiom Vega Elite 2.0mm,./viewtopic.php?f=44&t=20158&sid=81b12fed9b4f791eb0dff3c199a7cf29,apophis,3
Bryce speed,./viewtopic.php?f=44&t=27194&sid=81b12fed9b4f791eb0dff3c199a7cf29,mac33,10
Whale Speed,./viewtopic.php?f=44&t=27139&sid=81b12fed9b4f791eb0dff3c199a7cf29,tt2u,8
Would you all like any of these rubbers reviewed?,./viewtopic.php?f=44&t=27065&sid=81b12fed9b4f791eb0dff3c199a7cf29,Beta,11
New forehand rubber required,./viewtopic.php?f=44&t=27154&sid=81b12fed9b4f791eb0dff3c199a7cf29,Bulldog,9
INFORMATION XIOM VEGA ASIA VS BLUEFIRE JP01 TURBO & MORE...,./viewtopic.php?f=44&t=27137&sid=81b12fed9b4f791eb0dff3c199a7cf29,loboestep,4
Nittaku Zalt,./viewtopic.php?f=44&t=27133&sid=81b12fed9b4f791eb0dff3c199a7cf29,Cobalt,2
Dawei Inspirit Quattro Ultra Light,./viewtopic.php?f=44&t=27125&sid=81b12fed9b4f791eb0dff3c199a7cf29,alex5908,11
Review of Killerspin's NEW Fortissimo rubber,./viewtopic.php?f=44&t=8098&sid=81b12fed9b4f791eb0dff3c199a7cf29,SubarashiOnizuka,16
Rubber for BTY Primorac?,./viewtopic.php?f=44&t=27087&sid=81b12fed9b4f791eb0dff3c199a7cf29,Phaseshift,3
New Victas VS>402,./viewtopic.php?f=44&t=25258&sid=81b12fed9b4f791eb0dff3c199a7cf29,brokkie,62
XIOM vs Tenergy,./viewtopic.php?f=44&t=27063&sid=81b12fed9b4f791eb0dff3c199a7cf29,radeB,5
Hexer Powersponge/Joola Rhyzm 37.5/Tibhar Evolution FX-P,./viewtopic.php?f=44&t=27046&sid=81b12fed9b4f791eb0dff3c199a7cf29,Dragon,4
Tin arc 5,./viewtopic.php?f=44&t=27011&sid=81b12fed9b4f791eb0dff3c199a7cf29,is10yrs,5
Since I just wrote it: OmegaV Pro vs T05(for sub 2100USATT),./viewtopic.php?f=44&t=27067&sid=81b12fed9b4f791eb0dff3c199a7cf29,Beta,0
Tibhar 1Q XD verus Tenergy 05,./viewtopic.php?f=44&t=26032&sid=81b12fed9b4f791eb0dff3c199a7cf29,Multispoke,14
Stiga Calibra Tour NO SPIN?,./viewtopic.php?f=44&t=23905&sid=81b12fed9b4f791eb0dff3c199a7cf29,sjayhawk,32
"WW Grip Inverted rubber: Jim Weiland, Nathanso?",./viewtopic.php?f=44&t=26666&sid=81b12fed9b4f791eb0dff3c199a7cf29,Japsican,53
Baracuda Big Slam and Bluefire JP03 can anyone compare?,./viewtopic.php?f=44&t=26981&sid=81b12fed9b4f791eb0dff3c199a7cf29,Levik81,0
Friendship with large pores,./viewtopic.php?f=44&t=26095&sid=81b12fed9b4f791eb0dff3c199a7cf29,dusha,48
TSP-Grandy,./viewtopic.php?f=44&t=26932&sid=81b12fed9b4f791eb0dff3c199a7cf29,szlee,0
Need help with weight of Butterfly Flextra rubber,./viewtopic.php?f=44&t=26923&sid=81b12fed9b4f791eb0dff3c199a7cf29,syncup00,4
Haifu Whale Unpacking,./viewtopic.php?f=44&t=26703&sid=81b12fed9b4f791eb0dff3c199a7cf29,Cobalt,11
comparing andro 450 to rasant grip or rasant power grip,./viewtopic.php?f=44&t=26805&sid=81b12fed9b4f791eb0dff3c199a7cf29,nille12345,2
2.2mm sponge - for beginners??,./viewtopic.php?f=44&t=24946&sid=81b12fed9b4f791eb0dff3c199a7cf29,iskandar taib,50
Replacement Backhand Rubber,./viewtopic.php?f=44&t=26616&sid=81b12fed9b4f791eb0dff3c199a7cf29,vangeodee,6
Yasaka Wallie,./viewtopic.php?f=44&t=12902&sid=81b12fed9b4f791eb0dff3c199a7cf29,haggisv,13
OOAK Interview with Kees - the interview!,./viewtopic.php?f=44&t=31216&sid=02abff4a304e8f05605828c759e90ec7,haggisv,10
Introduce yourself,./viewtopic.php?f=44&t=431&sid=02abff4a304e8f05605828c759e90ec7,haggisv,2378
Still searching for a great BH rubber,./viewtopic.php?f=44&t=26658&sid=02abff4a304e8f05605828c759e90ec7,kensing,8
Tenergy 05FX vs XIOM Omega 5 Tour,./viewtopic.php?f=44&t=26752&sid=02abff4a304e8f05605828c759e90ec7,tripossante,14
Omega 4 Pro vs Euro,./viewtopic.php?f=44&t=26071&sid=02abff4a304e8f05605828c759e90ec7,gekogark1212,4
how to increase tackiness of rubber,./viewtopic.php?f=44&t=24183&sid=02abff4a304e8f05605828c759e90ec7,martw95,16
Bluefire M vs JP series differences?,./viewtopic.php?f=44&t=26362&sid=02abff4a304e8f05605828c759e90ec7,haggisv,9
New bh rubber,./viewtopic.php?f=44&t=26538&sid=02abff4a304e8f05605828c759e90ec7,playingforfun,11
The quest for a fh rubber for VKM,./viewtopic.php?f=44&t=26638&sid=02abff4a304e8f05605828c759e90ec7,Tenergy05fx,2
Fake Tenergy 05,./viewtopic.php?f=44&t=26574&sid=02abff4a304e8f05605828c759e90ec7,iskandar taib,5
Pro XP Red Dragon,./viewtopic.php?f=44&t=26582&sid=02abff4a304e8f05605828c759e90ec7,Cobalt,3
IN-GAME management of Tacky Rubbers,./viewtopic.php?f=44&t=26573&sid=02abff4a304e8f05605828c759e90ec7,Japsican,7
giant dragon storm and storm national sponge,./viewtopic.php?f=44&t=26568&sid=02abff4a304e8f05605828c759e90ec7,brokkie,0
Where can I buy 1.8 mm Giant Dragon Submarine?,./viewtopic.php?f=44&t=26352&sid=02abff4a304e8f05605828c759e90ec7,JimWeiland,10
DHS FH and BH Help,./viewtopic.php?f=44&t=26558&sid=02abff4a304e8f05605828c759e90ec7,aob,19
Giant Dragon Submarine - Chopping Rubber,./viewtopic.php?f=44&t=14592&sid=02abff4a304e8f05605828c759e90ec7,josephs,23
New Forehand Rubber For Defensive Blade,./viewtopic.php?f=44&t=15600&sid=02abff4a304e8f05605828c759e90ec7,Defplay,21
729 super fx lightening ,./viewtopic.php?f=44&t=26496&sid=02abff4a304e8f05605828c759e90ec7,is10yrs,17
Review joola rhyzm 425 2.0 mm,./viewtopic.php?f=44&t=26068&sid=02abff4a304e8f05605828c759e90ec7,Tyler45,2
hurricane 3 alternative,./viewtopic.php?f=44&t=26479&sid=02abff4a304e8f05605828c759e90ec7,Meskis,12
New Fh rubber for defplay Senso.,./viewtopic.php?f=44&t=26527&sid=02abff4a304e8f05605828c759e90ec7,Tenergy05fx,8
What is best ways extending old rubber size?,./viewtopic.php?f=44&t=26529&sid=02abff4a304e8f05605828c759e90ec7,powerviscaria,5
How can factory boosted rubber be reglued properly?,./viewtopic.php?f=44&t=26526&sid=02abff4a304e8f05605828c759e90ec7,Old-Man-Southpaw,5
TSP 730,./viewtopic.php?f=44&t=14202&sid=02abff4a304e8f05605828c759e90ec7,haggisv,6
I'm confused about various reviews on Hurricane 3,./viewtopic.php?f=44&t=25756&sid=02abff4a304e8f05605828c759e90ec7,glennholder,44
Victas sponge hardness terminology,./viewtopic.php?f=44&t=26458&sid=02abff4a304e8f05605828c759e90ec7,haggisv,3
Confused with T05,./viewtopic.php?f=44&t=26432&sid=02abff4a304e8f05605828c759e90ec7,Quietus,55
Not another Hurricane thread :) !! Help for an intermediate,./viewtopic.php?f=44&t=26437&sid=02abff4a304e8f05605828c759e90ec7,Multispoke,3
Joola Maxxx vs other Tensors,./viewtopic.php?f=44&t=26410&sid=02abff4a304e8f05605828c759e90ec7,haggisv,5
Victas VS-401 revisited after a break,./viewtopic.php?f=44&t=26388&sid=02abff4a304e8f05605828c759e90ec7,Greggy,2
Yasaka Rakza 7 Soft vs Juic 999 Turbo vs Tibhar Grip-S Euro,./viewtopic.php?f=44&t=26060&sid=02abff4a304e8f05605828c759e90ec7,Old-Man-Southpaw,13
Donic JP / M series vs Tenergy FX,./viewtopic.php?f=44&t=26383&sid=02abff4a304e8f05605828c759e90ec7,ChrisBuer,6
Mark V with very thin sponge,./viewtopic.php?f=44&t=26287&sid=02abff4a304e8f05605828c759e90ec7,LordCope,12
jp 01 vs rakza 7 soft,./viewtopic.php?f=44&t=26348&sid=02abff4a304e8f05605828c759e90ec7,d3ssen,6
Tensors in 1.5mm or less?,./viewtopic.php?f=44&t=26346&sid=02abff4a304e8f05605828c759e90ec7,haggisv,8
DHS Hurricane 2 vs. Hurricane 2 Neo,./viewtopic.php?f=44&t=26341&sid=02abff4a304e8f05605828c759e90ec7,chumbucket,3
Throw angle and arc trajectory,./viewtopic.php?f=44&t=26286&sid=02abff4a304e8f05605828c759e90ec7,Obi-wan,10
Adidas P7 review,./viewtopic.php?f=44&t=19903&sid=02abff4a304e8f05605828c759e90ec7,haggisv,10
Rakza 9 review,./viewtopic.php?f=44&t=26132&sid=02abff4a304e8f05605828c759e90ec7,so_devo,6
Do uneven glue lines affect playability?,./viewtopic.php?f=44&t=26269&sid=02abff4a304e8f05605828c759e90ec7,sitarplayer31,4
Does bryce speed need boosting for optimal performance?,./viewtopic.php?f=44&t=26244&sid=02abff4a304e8f05605828c759e90ec7,sitarplayer31,6
Joola Express,./viewtopic.php?f=44&t=26248&sid=02abff4a304e8f05605828c759e90ec7,mac33,0
Donic Traction II,./viewtopic.php?f=44&t=26238&sid=02abff4a304e8f05605828c759e90ec7,haggisv,4
Tempest and Selvid- How old?,./viewtopic.php?f=44&t=20627&sid=02abff4a304e8f05605828c759e90ec7,ilikepie,14
Butterfly tackifire drive replacement,./viewtopic.php?f=44&t=26133&sid=02abff4a304e8f05605828c759e90ec7,dwalk,14
Xiom Vega Euro,./viewtopic.php?f=44&t=25981&sid=02abff4a304e8f05605828c759e90ec7,mac33,9
Anyone tried Tibhar Grip-S Tuned ?,./viewtopic.php?f=44&t=17568&sid=02abff4a304e8f05605828c759e90ec7,cezarhtn,17
Donic Bluefire M1 Review,./viewtopic.php?f=44&t=19810&sid=02abff4a304e8f05605828c759e90ec7,haggisv,21
Hammond Pro Beta for block/drive/smash?or other suggestions?,./viewtopic.php?f=44&t=26186&sid=02abff4a304e8f05605828c759e90ec7,sitarplayer31,8
Inverted Chopping Rubber...TOO MUCH INFORMATION.,./viewtopic.php?f=44&t=25895&sid=02abff4a304e8f05605828c759e90ec7,Japsican,28
What kind of blade to put Tibhar Sinus Sound on ?,./viewtopic.php?f=44&t=24933&sid=02abff4a304e8f05605828c759e90ec7,stelifantastic,3
which rubber make big rotation in topspins?,./viewtopic.php?f=44&t=23775&sid=02abff4a304e8f05605828c759e90ec7,kabel,25
OOAK Interview with Kees - the interview!,./viewtopic.php?f=44&t=31216&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,10
Introduce yourself,./viewtopic.php?f=44&t=431&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,2378
DHS Hurricane 3 vs NEO,./viewtopic.php?f=44&t=23738&sid=5cdb756eb0bb383effc146f362aa7df0,JamieMilroy,10
DHS Hurricane 8,./viewtopic.php?f=44&t=25804&sid=5cdb756eb0bb383effc146f362aa7df0,manofan,3
Nittaku H3 (Kyouhyou JS),./viewtopic.php?f=44&t=26016&sid=5cdb756eb0bb383effc146f362aa7df0,☆hit'n'giggle☆,5
2mm vs max - Rakza7 Soft,./viewtopic.php?f=44&t=26000&sid=5cdb756eb0bb383effc146f362aa7df0,PRW,7
Gambler Reflectoid as a BH chopping rubber,./viewtopic.php?f=44&t=26025&sid=5cdb756eb0bb383effc146f362aa7df0,Japsican,2
Alternative for donic baracuda,./viewtopic.php?f=44&t=26014&sid=5cdb756eb0bb383effc146f362aa7df0,Lionheart,7
Cheaper non-tacky rubber,./viewtopic.php?f=44&t=26017&sid=5cdb756eb0bb383effc146f362aa7df0,Cobalt,3
A case for Tenergy 05FX,./viewtopic.php?f=44&t=24819&sid=5cdb756eb0bb383effc146f362aa7df0,Multispoke,16
Ordered the wrong DHS Tin Arc rubbers,./viewtopic.php?f=44&t=25903&sid=5cdb756eb0bb383effc146f362aa7df0,Multispoke,12
Light soft spinny rubbers,./viewtopic.php?f=44&t=22876&sid=5cdb756eb0bb383effc146f362aa7df0,Spartan62,29
"Better control rubber for hitting, blocking, chopping",./viewtopic.php?f=44&t=24410&sid=5cdb756eb0bb383effc146f362aa7df0,SeniorRecPlayer,32
Inverted to Butterfly D-13,./viewtopic.php?f=44&t=25952&sid=5cdb756eb0bb383effc146f362aa7df0,theOldDuffer,15
Inverted rubber for Innershield ZLF,./viewtopic.php?f=44&t=21803&sid=5cdb756eb0bb383effc146f362aa7df0,dunc,28
Fake H3 and Tin Arc! Terrible rubbers!,./viewtopic.php?f=44&t=25879&sid=5cdb756eb0bb383effc146f362aa7df0,glennholder,9
How the Rasant ESN sponge is made,./viewtopic.php?f=44&t=23298&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,8
Spoilt by Tenergy?,./viewtopic.php?f=44&t=25579&sid=5cdb756eb0bb383effc146f362aa7df0,ChrisBuer,12
"Black Meteor 835 Discontinued, A Substitute???",./viewtopic.php?f=44&t=25893&sid=5cdb756eb0bb383effc146f362aa7df0,theOldDuffer,0
Tenergy Japan different to Tenergy export version?,./viewtopic.php?f=44&t=22484&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,23
Hardest tensors,./viewtopic.php?f=44&t=25839&sid=5cdb756eb0bb383effc146f362aa7df0,so_devo,2
Free rubber sheet for forum testing - Victas V>01 Limber,./viewtopic.php?f=44&t=25811&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,11
Rubber for Re-impact F4 MD Spezial,./viewtopic.php?f=44&t=25793&sid=5cdb756eb0bb383effc146f362aa7df0,barisaltan,5
Hard vs Soft rubber,./viewtopic.php?f=44&t=25781&sid=5cdb756eb0bb383effc146f362aa7df0,TicTac,11
From defender to pushblocker need LP help,./viewtopic.php?f=11&t=25809&sid=5cdb756eb0bb383effc146f362aa7df0,Chopper88,46
Comparison between Tenergy 64 and Tenergy 80 on a Joo blade,./viewtopic.php?f=44&t=25769&sid=5cdb756eb0bb383effc146f362aa7df0,birding&table.tennis,2
XIOM Vega China video review,./viewtopic.php?f=44&t=21883&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,10
Need help chooosing my next inverted rubber,./viewtopic.php?f=44&t=13100&sid=5cdb756eb0bb383effc146f362aa7df0,nathanso,59
Saviga and Bryce like rubbers,./viewtopic.php?f=44&t=25681&sid=5cdb756eb0bb383effc146f362aa7df0,GH,7
Shark III,./viewtopic.php?f=44&t=12471&sid=5cdb756eb0bb383effc146f362aa7df0,Marathon Man,23
Review Haifu Shark II tuned,./viewtopic.php?f=44&t=10657&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,46
What Victas rubbers have you tried?,./viewtopic.php?f=44&t=25485&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,9
Tenergy 80FX,./viewtopic.php?f=44&t=25077&sid=5cdb756eb0bb383effc146f362aa7df0,ChrisBuer,9
Gluing Tensor Rubbers for the first time,./viewtopic.php?f=44&t=25670&sid=5cdb756eb0bb383effc146f362aa7df0,bkrekel,2
Rasant vs Rhyzm,./viewtopic.php?f=44&t=23538&sid=5cdb756eb0bb383effc146f362aa7df0,TTwatford,5
Highest kick rubber,./viewtopic.php?f=44&t=25557&sid=5cdb756eb0bb383effc146f362aa7df0,mac33,6
Galaxy / Yin-He Moon Pro,./viewtopic.php?f=44&t=14712&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,87
very spinny rubber slower than tenergy 80,./viewtopic.php?f=44&t=25430&sid=5cdb756eb0bb383effc146f362aa7df0,keylogger,43
Acuda S2 vs Bluefire M2,./viewtopic.php?f=44&t=25611&sid=5cdb756eb0bb383effc146f362aa7df0,TicTac,2
Andro Rasant Power Sponge,./viewtopic.php?f=44&t=25529&sid=5cdb756eb0bb383effc146f362aa7df0,ChrisBuer,11
Review: Globe 999 MAX (red),./viewtopic.php?f=44&t=24765&sid=5cdb756eb0bb383effc146f362aa7df0,vangeodee,12
changing rubbers on my YE,./viewtopic.php?f=44&t=25511&sid=5cdb756eb0bb383effc146f362aa7df0,justpetko,13
Boost TS/TC,./viewtopic.php?f=44&t=25481&sid=5cdb756eb0bb383effc146f362aa7df0,Spitfire,2
Tenery 05 spin rating,./viewtopic.php?f=44&t=25563&sid=5cdb756eb0bb383effc146f362aa7df0,Spartan62,6
Is black colored rubber is better than red?,./viewtopic.php?f=44&t=25542&sid=5cdb756eb0bb383effc146f362aa7df0,tarkus,7
Gambler Outlaw Pro - this one looks different!!,./viewtopic.php?f=44&t=25536&sid=5cdb756eb0bb383effc146f362aa7df0,glennholder,2
Rubbers that perform well in high humidity,./viewtopic.php?f=44&t=25090&sid=5cdb756eb0bb383effc146f362aa7df0,haggisv,11
Best rubber for spinny serves,./viewtopic.php?f=44&t=23499&sid=5cdb756eb0bb383effc146f362aa7df0,poor_knight,19
Donic Barracuda or Tibhar Genius sound,./viewtopic.php?f=44&t=25524&sid=5cdb756eb0bb383effc146f362aa7df0,Japsican,3
"DHS 666, has the name stopped you from trying it?",./viewtopic.php?f=44&t=25480&sid=5cdb756eb0bb383effc146f362aa7df0,foam,10
Hurricane National version.. Is it at par with Tenergy?,./viewtopic.php?f=44&t=25500&sid=5cdb756eb0bb383effc146f362aa7df0,Red_lion,4
Andro Shifter,./viewtopic.php?f=44&t=17897&sid=5cdb756eb0bb383effc146f362aa7df0,RebornTTEvnglist,23
OOAK Interview with Kees - the interview!,./viewtopic.php?f=44&t=31216&sid=160c53ad602e3996295dc6fd0354900f,haggisv,10
Introduce yourself,./viewtopic.php?f=44&t=431&sid=160c53ad602e3996295dc6fd0354900f,haggisv,2378
Tenergy 05,./viewtopic.php?f=44&t=25466&sid=160c53ad602e3996295dc6fd0354900f,mac33,3
