thread_title,URL,author,num_reply
Leaked Photos: New rubber colours on blades!,showthread.php?20950-Leaked-Photos-New-rubber-colours-on-blades!&s=3c84fc5a7a3d606bd5e661f368ed3358,TableTennisDaily,69
SP sponge v Inverted sponge?,showthread.php?21163-SP-sponge-v-Inverted-sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,0
Is this Evolution MX-P still usable?,showthread.php?21111-Is-this-Evolution-MX-P-still-usable&s=3c84fc5a7a3d606bd5e661f368ed3358,Daarzy,2
Sponge Thickness,showthread.php?21092-Sponge-Thickness&s=3c84fc5a7a3d606bd5e661f368ed3358,TTWanabe,6
Palio Hadou 40+ vs Ak47 Yellow,showthread.php?21078-Palio-Hadou-40-vs-Ak47-Yellow&s=3c84fc5a7a3d606bd5e661f368ed3358,JulianTT,10
Where can ı learn a rubber hardness?,showthread.php?20986-Where-can-ı-learn-a-rubber-hardness&s=3c84fc5a7a3d606bd5e661f368ed3358,ylmzkty,6
The 10 best forehand rubbers,showthread.php?21219-The-10-best-forehand-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,LucasMcCaine,20
Lightweight rubber,showthread.php?11159-Lightweight-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Aaron Yeo,23
Nexy Karis rubber first impressions,showthread.php?13451-Nexy-Karis-rubber-first-impressions&s=3c84fc5a7a3d606bd5e661f368ed3358,Der_Echte,109
Original rubber setup,showthread.php?21058-Original-rubber-setup&s=3c84fc5a7a3d606bd5e661f368ed3358,JulianTT,12
Tibhar Hybrid K1 Pro,showthread.php?16800-Tibhar-Hybrid-K1-Pro&s=3c84fc5a7a3d606bd5e661f368ed3358,Lee91,64
Has anyone tried DIANCHI D rubber?,showthread.php?15721-Has-anyone-tried-DIANCHI-D-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Hamasaki_Fanz,34
Hardness of Hurricane 3 Neo and Hurricane 8,showthread.php?20961-Hardness-of-Hurricane-3-Neo-and-Hurricane-8&s=3c84fc5a7a3d606bd5e661f368ed3358,frankhond,9
Searching for New FH rubber,showthread.php?20904-Searching-for-New-FH-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,shinhyun,11
Something better than Gewo Hype XT pro 40.0-1.9,showthread.php?20851-Something-better-than-Gewo-Hype-XT-pro-40-0-1-9&s=3c84fc5a7a3d606bd5e661f368ed3358,Metaxa,4
Tenergy 05 or Neo hurricane 3?,showthread.php?258-Tenergy-05-or-Neo-hurricane-3&s=3c84fc5a7a3d606bd5e661f368ed3358,leankints,25
Donic Bluefire Big Slam and Donic Acuda Blue P3,showthread.php?20753-Donic-Bluefire-Big-Slam-and-Donic-Acuda-Blue-P3&s=3c84fc5a7a3d606bd5e661f368ed3358,mat,5
First custom made racket,showthread.php?20738-First-custom-made-racket&s=3c84fc5a7a3d606bd5e661f368ed3358,DoodleBS,5
Rakza po on Forehand,showthread.php?20734-Rakza-po-on-Forehand&s=3c84fc5a7a3d606bd5e661f368ed3358,Spinlord 2709,26
Penhold Rubber Selection Advice,showthread.php?20502-Penhold-Rubber-Selection-Advice&s=3c84fc5a7a3d606bd5e661f368ed3358,Jek,9
Is T05H or T05 closer to MX-P?,showthread.php?20509-Is-T05H-or-T05-closer-to-MX-P&s=3c84fc5a7a3d606bd5e661f368ed3358,Zaid323918,37
"Nittaku Violin: which rubbers, please?",showthread.php?18169-Nittaku-Violin-which-rubbers-please&s=3c84fc5a7a3d606bd5e661f368ed3358,Rusifizio,2
Spinlord Marder IV,showthread.php?20490-Spinlord-Marder-IV&s=3c84fc5a7a3d606bd5e661f368ed3358,Giovanni Greco,2
Dumb question on rubber,showthread.php?20530-Dumb-question-on-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,TableTennis6708,13
Rubbers for Paul Drinkhall Powerspin Carbon,showthread.php?20517-Rubbers-for-Paul-Drinkhall-Powerspin-Carbon&s=3c84fc5a7a3d606bd5e661f368ed3358,ayushchak,1
"""Twin-ply sponge"", anyone?",showthread.php?20434-quot-Twin-ply-sponge-quot-anyone&s=3c84fc5a7a3d606bd5e661f368ed3358,yoass,8
Please advise substitute of TSP XSF-1 21 Offensive Sponge,showthread.php?20426-Please-advise-substitute-of-TSP-XSF-1-21-Offensive-Sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,Rici,2
Should/can I re-glue my rubbers?,showthread.php?20382-Should-can-I-re-glue-my-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,GusShnaps,2
Looking for step up in speed from Vega Euro DF on Virtuoso OFF- Blade,showthread.php?20370-Looking-for-step-up-in-speed-from-Vega-Euro-DF-on-Virtuoso-OFF-Blade&s=3c84fc5a7a3d606bd5e661f368ed3358,TheGinjaNinja,0
New rule proposal - Different colour rubbers!,showthread.php?20800-New-rule-proposal-Different-colour-rubbers!&s=3c84fc5a7a3d606bd5e661f368ed3358,TableTennisDaily,40
Long Pimples for Penhold,showthread.php?15081-Long-Pimples-for-Penhold&s=3c84fc5a7a3d606bd5e661f368ed3358,James Livesey,36
strange cut,showthread.php?20566-strange-cut&s=3c84fc5a7a3d606bd5e661f368ed3358,shinhyun,10
Consistently tacky rubber?,showthread.php?20368-Consistently-tacky-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Baraka552,2
Looking for rubber to test off season for BH,showthread.php?20338-Looking-for-rubber-to-test-off-season-for-BH&s=3c84fc5a7a3d606bd5e661f368ed3358,FruitLoop,16
Hard European topspin rubber,showthread.php?20327-Hard-European-topspin-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,iamsan,64
Knowing when to change rubber type (or not)?,showthread.php?20278-Knowing-when-to-change-rubber-type-(or-not)&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,30
Cut parts request.,showthread.php?19348-Cut-parts-request&s=3c84fc5a7a3d606bd5e661f368ed3358,Baraka552,17
H3 question,showthread.php?20249-H3-question&s=3c84fc5a7a3d606bd5e661f368ed3358,729B2,5
rubbers on all-wood blade,showthread.php?19995-rubbers-on-all-wood-blade&s=3c84fc5a7a3d606bd5e661f368ed3358,Spinlord 2709,15
Butterfly Tenergy 80 or Butterfly Tenergy 05?,showthread.php?20215-Butterfly-Tenergy-80-or-Butterfly-Tenergy-05&s=3c84fc5a7a3d606bd5e661f368ed3358,Master_of_loops,32
Fun/ Practice Pips,showthread.php?20202-Fun-Practice-Pips&s=3c84fc5a7a3d606bd5e661f368ed3358,bwoody03,10
Looking for a Speed based Rubber,showthread.php?20204-Looking-for-a-Speed-based-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,NextLevel,16
Euro feel Chinese rubber,showthread.php?10637-Euro-feel-Chinese-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Machine_Head,38
"Want to change FH rubber, Stiga Mantra M to Xiom or Yasaka",showthread.php?20196-Want-to-change-FH-rubber-Stiga-Mantra-M-to-Xiom-or-Yasaka&s=3c84fc5a7a3d606bd5e661f368ed3358,riger,0
Advice on future rubbers,showthread.php?20132-Advice-on-future-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,SamuelPardana,9
Tmount ACE 1 Speed and ACE 2 Spin rubbers,showthread.php?19750-Tmount-ACE-1-Speed-and-ACE-2-Spin-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,yogi_bear,7
sp on forehand,showthread.php?20116-sp-on-forehand&s=3c84fc5a7a3d606bd5e661f368ed3358,Spinlord 2709,25
Fastarc G-1 (vs. Baracuda),showthread.php?19019-Fastarc-G-1-(vs-Baracuda)&s=3c84fc5a7a3d606bd5e661f368ed3358,iamsan,26
How does Andro Hexer Grip compare to Tenergy 05?,showthread.php?20127-How-does-Andro-Hexer-Grip-compare-to-Tenergy-05&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,13
Amazed by the low weight of the Palio AK74 rubbers... wow.,showthread.php?18430-Amazed-by-the-low-weight-of-the-Palio-AK74-rubbers-wow&s=3c84fc5a7a3d606bd5e661f368ed3358,Lightzy,98
The price of Dignics 05 released,showthread.php?20184-The-price-of-Dignics-05-released&s=3c84fc5a7a3d606bd5e661f368ed3358,TTstyle,43
Tin arc 5 Question,showthread.php?20171-Tin-arc-5-Question&s=3c84fc5a7a3d606bd5e661f368ed3358,729B2,4
Story of TT - How the chinese found the tacky hard rubber and what they used before?,showthread.php?20097-Story-of-TT-How-the-chinese-found-the-tacky-hard-rubber-and-what-they-used-before&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,21
Should I boost Donic Barracuda?,showthread.php?20071-Should-I-boost-Donic-Barracuda&s=3c84fc5a7a3d606bd5e661f368ed3358,CallumMcKinnon,7
Reverse dome on rubbers,showthread.php?20084-Reverse-dome-on-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,hipnotic,6
Rakza 7 vs Evolution MX-S?,showthread.php?20026-Rakza-7-vs-Evolution-MX-S&s=3c84fc5a7a3d606bd5e661f368ed3358,Moberg21,25
How often to re-glue rubber ?,showthread.php?4457-How-often-to-re-glue-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,spin88,4
14 rubbers to choose for my backhand,showthread.php?20032-14-rubbers-to-choose-for-my-backhand&s=3c84fc5a7a3d606bd5e661f368ed3358,tutas_piotr,21
What are the differences between inverted and short pip rubbers?,showthread.php?20021-What-are-the-differences-between-inverted-and-short-pip-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,GusShnaps,16
Stiga Mantra - Genesis difference / Donic Blestorm,showthread.php?20011-Stiga-Mantra-Genesis-difference-Donic-Blestorm&s=3c84fc5a7a3d606bd5e661f368ed3358,acarbaris,3
Rubbers,showthread.php?19946-Rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,BHisallIneed,5
Tibhar Evolution MX-S Alternatives?,showthread.php?12747-Tibhar-Evolution-MX-S-Alternatives&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,24
spin (in-)sensitivity (esp. return),showthread.php?19462-spin-(in-)sensitivity-(esp-return)&s=3c84fc5a7a3d606bd5e661f368ed3358,iamsan,13
Thoughts on rubbers both FH and BH,showthread.php?19701-Thoughts-on-rubbers-both-FH-and-BH&s=3c84fc5a7a3d606bd5e661f368ed3358,Basten4,38
Butterfly Tenergy 05 HARD review,showthread.php?19647-Butterfly-Tenergy-05-HARD-review&s=3c84fc5a7a3d606bd5e661f368ed3358,SFF_lib,34
Old Chinese rubbers,showthread.php?19667-Old-Chinese-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Koichi,9
Recommend me a grippy RPB rubber please,showthread.php?12106-Recommend-me-a-grippy-RPB-rubber-please&s=3c84fc5a7a3d606bd5e661f368ed3358,Striker_,17
"729 Bloom series, any opinion?",showthread.php?17436-729-Bloom-series-any-opinion&s=3c84fc5a7a3d606bd5e661f368ed3358,tutas_piotr,11
Looking for a pair of new rubbers,showthread.php?19536-Looking-for-a-pair-of-new-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,lecraM,13
Rubbers for T11,showthread.php?19544-Rubbers-for-T11&s=3c84fc5a7a3d606bd5e661f368ed3358,tutas_piotr,10
Advice for fh rubber,showthread.php?20059-Advice-for-fh-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Moberg21,12
What happens?,showthread.php?963-What-happens&s=3c84fc5a7a3d606bd5e661f368ed3358,TTStefanoT05FX,14
Durability: Tibhar Evolution/Donic Bluestorm/Andro Rasanter,showthread.php?19492-Durability-Tibhar-Evolution-Donic-Bluestorm-Andro-Rasanter&s=3c84fc5a7a3d606bd5e661f368ed3358,Reirom,7
729 battle II.. is it going to be replaced by bloom power?,showthread.php?19499-729-battle-II-is-it-going-to-be-replaced-by-bloom-power&s=3c84fc5a7a3d606bd5e661f368ed3358,tutas_piotr,6
Has anyone boosted Stiga Mantra H/M?,showthread.php?19483-Has-anyone-boosted-Stiga-Mantra-H-M&s=3c84fc5a7a3d606bd5e661f368ed3358,Bram Vroonland,4
Can the dying process of the sponge can affect performance of same gen tensors?,showthread.php?19433-Can-the-dying-process-of-the-sponge-can-affect-performance-of-same-gen-tensors&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,17
Give me your opinion please. Are Rasanter the best choise?,showthread.php?19394-Give-me-your-opinion-please-Are-Rasanter-the-best-choise&s=3c84fc5a7a3d606bd5e661f368ed3358,Santi Preves,15
Tibhar Genius (vs Donic Baracuda),showthread.php?19377-Tibhar-Genius-(vs-Donic-Baracuda)&s=3c84fc5a7a3d606bd5e661f368ed3358,iamsan,9
advice for new fh rubber,showthread.php?19368-advice-for-new-fh-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Chaoschris,15
Yinhe big Dipper replacement for hurricane 3 neo commercial,showthread.php?19342-Yinhe-big-Dipper-replacement-for-hurricane-3-neo-commercial&s=3c84fc5a7a3d606bd5e661f368ed3358,dominus7,26
Advice on replacement for Rozena,showthread.php?19336-Advice-on-replacement-for-Rozena&s=3c84fc5a7a3d606bd5e661f368ed3358,Silver smasher,12
Is the time right for Tenergy 25?,showthread.php?19276-Is-the-time-right-for-Tenergy-25&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,7
Mx-p or Mx-s for FH on a zjk alc?,showthread.php?19272-Mx-p-or-Mx-s-for-FH-on-a-zjk-alc&s=3c84fc5a7a3d606bd5e661f368ed3358,I have 2 balls,20
"Differences between sriver fx,DHS skyline 2 neo and skyline 3 neo",showthread.php?5079-Differences-between-sriver-fx-DHS-skyline-2-neo-and-skyline-3-neo&s=3c84fc5a7a3d606bd5e661f368ed3358,Kenta Cipriano,22
Difference between synthetic rubber and natural rubber on topsheets,showthread.php?19138-Difference-between-synthetic-rubber-and-natural-rubber-on-topsheets&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,2
What's the cheapest euro-style tensor rubber?,showthread.php?19137-What-s-the-cheapest-euro-style-tensor-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,thomas.pong,33
"Advice for new blade and rubbers needed, thanks!",showthread.php?19173-Advice-for-new-blade-and-rubbers-needed-thanks!&s=3c84fc5a7a3d606bd5e661f368ed3358,jfiosi,2
Friendship RITC 729 Focus 1 Inverted Table Tennis Rubber hardness,showthread.php?19107-Friendship-RITC-729-Focus-1-Inverted-Table-Tennis-Rubber-hardness&s=3c84fc5a7a3d606bd5e661f368ed3358,Aaron Garcia Jiménez,1
"Brand new, curled tensor rubbers?",showthread.php?16384-Brand-new-curled-tensor-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,OhWell,33
Best blade to pair with Mx-p?,showthread.php?12451-Best-blade-to-pair-with-Mx-p&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,20
Yinhe Jupiter 2 Blue Sponge,showthread.php?18622-Yinhe-Jupiter-2-Blue-Sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,Hamasaki_Fanz,10
"Xiom Omega VII Asia, Vega Tour and Vega DEF available...",showthread.php?17359-Xiom-Omega-VII-Asia-Vega-Tour-and-Vega-DEF-available&s=3c84fc5a7a3d606bd5e661f368ed3358,shinshiro,49
"Gewo Nexxus EL Pro 48,45,43",showthread.php?18924-Gewo-Nexxus-EL-Pro-48-45-43&s=3c84fc5a7a3d606bd5e661f368ed3358,FelixTT,1
Good Cheap Rubber?,showthread.php?18750-Good-Cheap-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,thedoctor712,7
Looking for Hurricane 3 rubber,showthread.php?18718-Looking-for-Hurricane-3-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Archyan,8
Reactor Rubbers,showthread.php?17370-Reactor-Rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,yogi_bear,15
Donic Bluefire JP02 versus Bluestorm Z2,showthread.php?18674-Donic-Bluefire-JP02-versus-Bluestorm-Z2&s=3c84fc5a7a3d606bd5e661f368ed3358,Dancer in the dark,6
Tibhar El-p versus El-s (versus Donic Bluefire JP02),showthread.php?18675-Tibhar-El-p-versus-El-s-(versus-Donic-Bluefire-JP02)&s=3c84fc5a7a3d606bd5e661f368ed3358,Dancer in the dark,8
ESN promotional video,showthread.php?18505-ESN-promotional-video&s=3c84fc5a7a3d606bd5e661f368ed3358,TTHopeful,1
Is HP3TO considered a Chinese rubber?,showthread.php?18380-Is-HP3TO-considered-a-Chinese-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,GusShnaps,5
Galaxy Moon,showthread.php?18409-Galaxy-Moon&s=3c84fc5a7a3d606bd5e661f368ed3358,Bardock,3
Tackiness chop 2,showthread.php?18392-Tackiness-chop-2&s=3c84fc5a7a3d606bd5e661f368ed3358,valeria.imnida,7
Sunnysix3 Chinese rubber Updates?,showthread.php?18295-Sunnysix3-Chinese-rubber-Updates&s=3c84fc5a7a3d606bd5e661f368ed3358,overdrive98,1
How is the durability of Mantra H,showthread.php?18263-How-is-the-durability-of-Mantra-H&s=3c84fc5a7a3d606bd5e661f368ed3358,GusShnaps,4
Seeking Advice on Next Step Rubbers & Blade,showthread.php?18246-Seeking-Advice-on-Next-Step-Rubbers-amp-Blade&s=3c84fc5a7a3d606bd5e661f368ed3358,Aero800,10
Review: Skyline2 (TG2) blue sponge,showthread.php?17565-Review-Skyline2-(TG2)-blue-sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,SFF_lib,10
stiga rubbers,showthread.php?18167-stiga-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,ck1407,6
What rubber can I use with Acoustic blade,showthread.php?18112-What-rubber-can-I-use-with-Acoustic-blade&s=3c84fc5a7a3d606bd5e661f368ed3358,GusShnaps,6
Nittaku Acoustic Carbon,showthread.php?18110-Nittaku-Acoustic-Carbon&s=3c84fc5a7a3d606bd5e661f368ed3358,GusShnaps,0
Struggling with Hurricane 3 and topspin,showthread.php?18595-Struggling-with-Hurricane-3-and-topspin&s=3c84fc5a7a3d606bd5e661f368ed3358,Sam Alender,21
"New products - Gewo Nanoflex FT KR, Yoo Nam Kyu blades",showthread.php?16286-New-products-Gewo-Nanoflex-FT-KR-Yoo-Nam-Kyu-blades&s=3c84fc5a7a3d606bd5e661f368ed3358,Lee91,7
Need Help with Sriver G3 FX,showthread.php?18050-Need-Help-with-Sriver-G3-FX&s=3c84fc5a7a3d606bd5e661f368ed3358,chintanmashroo,4
Mizuno Q3 and Q4,showthread.php?18016-Mizuno-Q3-and-Q4&s=3c84fc5a7a3d606bd5e661f368ed3358,stephan76,6
Rubber for Photino Light?,showthread.php?18008-Rubber-for-Photino-Light&s=3c84fc5a7a3d606bd5e661f368ed3358,ericd937,0
"please recommend BH rubber easy for passive block , control on Timo Boll Spirit",showthread.php?17638-please-recommend-BH-rubber-easy-for-passive-block-control-on-Timo-Boll-Spirit&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,21
Which glue is used to glue a topsheet to a sponge?,showthread.php?17924-Which-glue-is-used-to-glue-a-topsheet-to-a-sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,0
Donic Baracuda stick or twist?,showthread.php?17890-Donic-Baracuda-stick-or-twist&s=3c84fc5a7a3d606bd5e661f368ed3358,plapig,7
Where to find LIDU Rubbers?,showthread.php?17888-Where-to-find-LIDU-Rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,6
Yinhe Venus 3 and Yinhe Earth 2,showthread.php?17392-Yinhe-Venus-3-and-Yinhe-Earth-2&s=3c84fc5a7a3d606bd5e661f368ed3358,Medax,2
Pips v inverted on FH,showthread.php?17832-Pips-v-inverted-on-FH&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,2
Chinese Rubbers Max Thickness Problem,showthread.php?17677-Chinese-Rubbers-Max-Thickness-Problem&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,21
Intro to tensors?,showthread.php?17754-Intro-to-tensors&s=3c84fc5a7a3d606bd5e661f368ed3358,AlBaron,12
H3P BS going crazy?,showthread.php?17722-H3P-BS-going-crazy&s=3c84fc5a7a3d606bd5e661f368ed3358,Hurricane_boss,14
Nittaku FastArc G1 vs DHS Hurricane 3 Neo Commercial,showthread.php?17673-Nittaku-FastArc-G1-vs-DHS-Hurricane-3-Neo-Commercial&s=3c84fc5a7a3d606bd5e661f368ed3358,dominus7,1
ESN generation,showthread.php?17635-ESN-generation&s=3c84fc5a7a3d606bd5e661f368ed3358,Medax,15
Donic Bluefire BigSlam,showthread.php?17629-Donic-Bluefire-BigSlam&s=3c84fc5a7a3d606bd5e661f368ed3358,Ndragon,3
Frustration playing a long pimples pips player,showthread.php?17597-Frustration-playing-a-long-pimples-pips-player&s=3c84fc5a7a3d606bd5e661f368ed3358,Tinykin,10
Friendship/729 rubbers for post-speedglue era,showthread.php?17751-Friendship-729-rubbers-for-post-speedglue-era&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,50
What SP can you recommend me for my FH?,showthread.php?16074-What-SP-can-you-recommend-me-for-my-FH&s=3c84fc5a7a3d606bd5e661f368ed3358,amekun,38
Donic Bluestorm Z1 Turbo,showthread.php?17744-Donic-Bluestorm-Z1-Turbo&s=3c84fc5a7a3d606bd5e661f368ed3358,Malcbarber,0
Why do you boost?,showthread.php?12397-Why-do-you-boost&s=3c84fc5a7a3d606bd5e661f368ed3358,DoctorPaco,74
Too many table tennis rubbers. PLEASE HELP!,showthread.php?17545-Too-many-table-tennis-rubbers-PLEASE-HELP!&s=3c84fc5a7a3d606bd5e661f368ed3358,SPIN-OPTIMIZER,22
Replacement for Xiom Vega Pro,showthread.php?17530-Replacement-for-Xiom-Vega-Pro&s=3c84fc5a7a3d606bd5e661f368ed3358,Basten4,12
Anybody used Victas V15?,showthread.php?17531-Anybody-used-Victas-V15&s=3c84fc5a7a3d606bd5e661f368ed3358,Basten4,4
Tutorial: How To Best Clean Tacky Rubber,showthread.php?16864-Tutorial-How-To-Best-Clean-Tacky-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Lightzy,24
DHS vs. Tensor - long term investment,showthread.php?17439-DHS-vs-Tensor-long-term-investment&s=3c84fc5a7a3d606bd5e661f368ed3358,iamsan,12
LARC 2018A Arrives - T05 Hard,showthread.php?17427-LARC-2018A-Arrives-T05-Hard&s=3c84fc5a7a3d606bd5e661f368ed3358,AndySmith,11
Best throw angle for beginner players,showthread.php?17410-Best-throw-angle-for-beginner-players&s=3c84fc5a7a3d606bd5e661f368ed3358,Andyzhao123,2
Xiom Vega DEF and Vega LPO Reviews,showthread.php?17374-Xiom-Vega-DEF-and-Vega-LPO-Reviews&s=3c84fc5a7a3d606bd5e661f368ed3358,yogi_bear,5
Which one do you prefer on BH between EL-P vs EL-S,showthread.php?17334-Which-one-do-you-prefer-on-BH-between-EL-P-vs-EL-S&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,5
Best Yasaka rubbers?!,showthread.php?17048-Best-Yasaka-rubbers-!&s=3c84fc5a7a3d606bd5e661f368ed3358,Ma Lin Fan,49
Struggle with choosing the correct material,showthread.php?17320-Struggle-with-choosing-the-correct-material&s=3c84fc5a7a3d606bd5e661f368ed3358,Bamischijflijf,3
Rasant powergrip more durable alternatives,showthread.php?17299-Rasant-powergrip-more-durable-alternatives&s=3c84fc5a7a3d606bd5e661f368ed3358,perham,14
Looking for new Rubber on my FH,showthread.php?17298-Looking-for-new-Rubber-on-my-FH&s=3c84fc5a7a3d606bd5e661f368ed3358,lecraM,6
XIOM Omega VII Pro and Euro discount,showthread.php?17255-XIOM-Omega-VII-Pro-and-Euro-discount&s=3c84fc5a7a3d606bd5e661f368ed3358,RidTheKid,1
DHS Hurricane 3-50 soft vs Hurricane 8,showthread.php?17226-DHS-Hurricane-3-50-soft-vs-Hurricane-8&s=3c84fc5a7a3d606bd5e661f368ed3358,Yeiko Ortega,1
rubber advice,showthread.php?17233-rubber-advice&s=3c84fc5a7a3d606bd5e661f368ed3358,reiser,5
Rubber Protection Foil - where to buy,showthread.php?17224-Rubber-Protection-Foil-where-to-buy&s=3c84fc5a7a3d606bd5e661f368ed3358,Spitfire,5
"DHS Hurricane 3, DHS Skyline 2 Neo, and Yasaka Rakza 7 Comparison",showthread.php?17153-DHS-Hurricane-3-DHS-Skyline-2-Neo-and-Yasaka-Rakza-7-Comparison&s=3c84fc5a7a3d606bd5e661f368ed3358,Ma Lin Fan,11
Tenergy 05 max vs 05 1.9,showthread.php?17113-Tenergy-05-max-vs-05-1-9&s=3c84fc5a7a3d606bd5e661f368ed3358,Paweł Banasik,4
Question about the rubber rules,showthread.php?17128-Question-about-the-rubber-rules&s=3c84fc5a7a3d606bd5e661f368ed3358,729B2zzzz,16
Best tensor rubber's so far,showthread.php?15171-Best-tensor-rubber-s-so-far&s=3c84fc5a7a3d606bd5e661f368ed3358,Gourav Acharya,42
Which rubber makes the sound of quick glue higher today?,showthread.php?17132-Which-rubber-makes-the-sound-of-quick-glue-higher-today&s=3c84fc5a7a3d606bd5e661f368ed3358,VITOR SOLINO,0
Rubbers for Andro Temper Tech OFF-,showthread.php?11481-Rubbers-for-Andro-Temper-Tech-OFF&s=3c84fc5a7a3d606bd5e661f368ed3358,Caishen,4
"What rubbers to choose? Beginner penholder, Yinhe E3 Blade",showthread.php?17065-What-rubbers-to-choose-Beginner-penholder-Yinhe-E3-Blade&s=3c84fc5a7a3d606bd5e661f368ed3358,I love Xue Fei,9
Xiom Vega Pro vs Tibhar Evolution MX-P,showthread.php?17047-Xiom-Vega-Pro-vs-Tibhar-Evolution-MX-P&s=3c84fc5a7a3d606bd5e661f368ed3358,Reirom,5
Xiom vega pro vs neo 3?,showthread.php?16957-Xiom-vega-pro-vs-neo-3&s=3c84fc5a7a3d606bd5e661f368ed3358,fishtankguy15,3
729 a-1 ... which rubbers?,showthread.php?16937-729-a-1-which-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,tutas_piotr,9
Palio ak47 fake?,showthread.php?16928-Palio-ak47-fake&s=3c84fc5a7a3d606bd5e661f368ed3358,tutas_piotr,4
"Tackle euro rubbers. The New Nittaku dhs h3 rubber, golden tango, and tibahr k1 pro",showthread.php?16910-Tackle-euro-rubbers-The-New-Nittaku-dhs-h3-rubber-golden-tango-and-tibahr-k1-pro&s=3c84fc5a7a3d606bd5e661f368ed3358,gmiller2233,3
DHS Hurricane 3 neo lack speed?,showthread.php?16782-DHS-Hurricane-3-neo-lack-speed&s=3c84fc5a7a3d606bd5e661f368ed3358,dominus7,99
Short pips on FH,showthread.php?16466-Short-pips-on-FH&s=3c84fc5a7a3d606bd5e661f368ed3358,sirius13phobos,23
Dhs hurricane 8,showthread.php?16673-Dhs-hurricane-8&s=3c84fc5a7a3d606bd5e661f368ed3358,hurricane05,2
Rubber for Backhand,showthread.php?16710-Rubber-for-Backhand&s=3c84fc5a7a3d606bd5e661f368ed3358,thematrix,9
rubber production date,showthread.php?10304-rubber-production-date&s=3c84fc5a7a3d606bd5e661f368ed3358,Sali,5
Adidas P5 alternatives,showthread.php?16701-Adidas-P5-alternatives&s=3c84fc5a7a3d606bd5e661f368ed3358,Bavildo83,7
DHS Hurricane 3-50 or DHS Skyline tg 3-60?,showthread.php?13212-DHS-Hurricane-3-50-or-DHS-Skyline-tg-3-60&s=3c84fc5a7a3d606bd5e661f368ed3358,Matthew,8
Which rubbers for my Timo Boll ALC?,showthread.php?16868-Which-rubbers-for-my-Timo-Boll-ALC&s=3c84fc5a7a3d606bd5e661f368ed3358,brodolio,17
"Xiom Vega Tour, Xiom Vega DEF",showthread.php?16915-Xiom-Vega-Tour-Xiom-Vega-DEF&s=3c84fc5a7a3d606bd5e661f368ed3358,Lee91,0
Tibhar Quantum X,showthread.php?16841-Tibhar-Quantum-X&s=3c84fc5a7a3d606bd5e661f368ed3358,Lee91,6
