id|comment_id|comment_text|entity1|entity2|aspect|direction
140|5f6c30267da9e46ccbe15746|had a good hit around with the Red Diamond on a Galaxy W6 blade.i take it the rubber needs a good break in unlike the xp/xt rubbers, as a simple bounce test showed that the ball clinged onto the rubber and died out very fast like it would with H3.so far counter hitting and blocking was very precise and easy with RD, rubber altogether felt quite hard, H3 hard if not harder, quite close to H2 then again if not more.. it felt quite tacky/sticky( fresh h3 or 729-05 have that feeling)but it didnt react to oncoming spin like H3 would the ball seemed to stay a lot lower kinda like H2 but not as viciousalso its quite heavy heavier than H3.it generated good spin, but it didnt come as naturally as it would have with xp/xt..will have to see what its like after it gets broken in proper, if it requires it that is.|DHS-Hurricane-2|DHS-Hurricane-3|weight|g
141|5f6c30267da9e46ccbe15746|had a good hit around with the Red Diamond on a Galaxy W6 blade.i take it the rubber needs a good break in unlike the xp/xt rubbers, as a simple bounce test showed that the ball clinged onto the rubber and died out very fast like it would with H3.so far counter hitting and blocking was very precise and easy with RD, rubber altogether felt quite hard, H3 hard if not harder, quite close to H2 then again if not more.. it felt quite tacky/sticky( fresh h3 or 729-05 have that feeling)but it didnt react to oncoming spin like H3 would the ball seemed to stay a lot lower kinda like H2 but not as viciousalso its quite heavy heavier than H3.it generated good spin, but it didnt come as naturally as it would have with xp/xt..will have to see what its like after it gets broken in proper, if it requires it that is.|DHS-Hurricane-2|DHS-Hurricane-3|throw angle|g
142|5f6c307b7da9e46ccbe1577f|And H2 is clearly harder for opponents to deal with; a quality that's not often talked about when inverted rubber is being discussed (it has to do with H2's ball path and kick off the table, as well as its spin variations).H2 Neo's spin on serve is on par with T25, possibly even stronger.|Butterfly-Tenergy-25|DHS-Hurricane-2|hardness|l
143|5f6c3223220a4650ffffda62|Coming from mainly Chinese rubbers, I've used to having to generate my own pace instead of getting a lot from the rubber, and the speed was quite good, easily faster than many Chinese rubbers, and probably only a little slower than t05.|Butterfly-Tenergy-05|Chinese-rubbers|speed|g
144|5f6c3223220a4650ffffda62|Coming from mainly Chinese rubbers, I've used to having to generate my own pace instead of getting a lot from the rubber, and the speed was quite good, easily faster than many Chinese rubbers, and probably only a little slower than t05.|Butterfly-Tenergy-05|Chinese-rubbers|speed|l
145|5f6c32c8220a4650ffffdacd|Hey Mon22, if your heart is set on Tenergy for BH, I personally like the slightly lower throw angle and more solid contact feel of T25 close to the table.|Butterfly-Tenergy|Butterfly-Tenergy-25|throw angle|l
146|5f6c32c8220a4650ffffdacd|Hey Mon22, if your heart is set on Tenergy for BH, I personally like the slightly lower throw angle and more solid contact feel of T25 close to the table.|Butterfly-Tenergy|Butterfly-Tenergy-25|throw angle|l
147|5f6c32c8220a4650ffffdacd|T64 is supposed to be softest and fastest of the bunch, but less spinny than T05.|Butterfly-Tenergy-05|Butterfly-Tenergy-64|spin|g
148|5f6c330f220a4650ffffdaf5|A 6 month old flextra is grippier than a 6 month old sriver.|Butterfly-Flextra|Butterfly-Sriver|tackiness|g
149|5f6c33fd220a4650ffffdb86|Interesting...I actually found T05 easier to control than Hexer...|Andro-Hexer|Butterfly-Tenergy-05|control|l
150|5f6c350b220a4650ffffdc29|I would go with the G2-FX, but just because its softer, so its easier a looping game, Bryce its way to hard I think.|Butterfly-Bryce|Butterfly-Sriver-G2-FX|hardness|g
151|5f6c350b220a4650ffffdc29|Yes it's soft, but I don't find it grippier or spinnier than Bryce.|Butterfly-Bryce|Butterfly-Sriver-G2-FX|spin|l
152|5f6c350b220a4650ffffdc29|Yes it's soft, but I don't find it grippier or spinnier than Bryce.|Butterfly-Bryce|Butterfly-Sriver-G2-FX|tackiness|l
153|5f6c350b220a4650ffffdc29|Comparing it to G2FX it has LESS spin.|Butterfly-Bryce|Butterfly-Sriver-G2-FX|spin|g
154|5f6c35af220a4650ffffdc8d|I may have got a dud sheet of Venus perhaps, but I thought Mars was a bit faster than Venus and a better feel.|Galaxy-Mars|Galaxy-Venus|speed|g
155|5f6c35de220a4650ffffdcac|Well, last time I tried both of them, I felt T05 was slightly harder, faster and spinnier but with less dwell.It also threw a lot higher than Bryce Speed did.I didn't try it on a hinoki blade though...|Butterfly-Bryce-Speed|Butterfly-Tenergy-05|spin|l
156|5f6c35de220a4650ffffdcac|Well, last time I tried both of them, I felt T05 was slightly harder, faster and spinnier but with less dwell.It also threw a lot higher than Bryce Speed did.I didn't try it on a hinoki blade though...|Butterfly-Bryce-Speed|Butterfly-Tenergy-05|speed|l
157|5f6c35de220a4650ffffdcac|Well, last time I tried both of them, I felt T05 was slightly harder, faster and spinnier but with less dwell.It also threw a lot higher than Bryce Speed did.I didn't try it on a hinoki blade though...|Butterfly-Bryce-Speed|Butterfly-Tenergy-05|hardness|l
158|5f6c35de220a4650ffffdcac|Well, last time I tried both of them, I felt T05 was slightly harder, faster and spinnier but with less dwell.It also threw a lot higher than Bryce Speed did.I didn't try it on a hinoki blade though...|Butterfly-Bryce-Speed|Butterfly-Tenergy-05|throw angle|l
159|5f6c3675220a4650ffffdd06|I take it out and hit with it occasionally.You're not saying it's a clone of H2 because it's not even close to H2  It plays more like H3, but the nano sponge is softer - I guess it's a lot closer to H3 #19.|DHS-Hurricane-2|DHS-Hurricane-3|hardness|g
160|5f6c3790220a4650ffffddb3|I'd say those hard tensors are maybe 10-15% faster than unglued bryce,hammond at best.|Butterfly-Bryce|Tensor-rubbers|speed|l
161|5f6c37b6220a4650ffffddca|I'd say the H3 is a bit softer then the Globe and gives a bit more dwell time.However, I would have to say the Inspirit Quattro on my K-3 has it all over both of them at this point!|DHS-Hurricane-3|Donic-Quattro|hardness|l
162|5f6c37d6220a4650ffffddde|It seems hard to find these days but lies in between Sriver and Mark V. It's faster than the former, slower than the latter and comparable in relation to spin.|Butterfly-Sriver|Yasaka-Mark-V|speed|g
163|5f6c37d6220a4650ffffddde|It seems hard to find these days but lies in between Sriver and Mark V. It's faster than the former, slower than the latter and comparable in relation to spin.|Butterfly-Sriver|Yasaka-Mark-V|speed|l
164|5f6c37d6220a4650ffffddde|But really, Provine Tension-50 feels a lot like regular Sriver to me, except faster.|Butterfly-Sriver|Yasaka-Mark-V|speed|g
165|5f6c37d6220a4650ffffddde|Sriver is faster, non tacky, and much more consistent in sponge hardnesses.|Butterfly-Sriver|Yasaka-Mark-V|speed|g
166|5f6c37d6220a4650ffffddde|Cheers vali!The focus 2 sponge would be a fair bit harder than the sriver I would think, so many may not perceive the feel as similar.|Butterfly-Sriver|Yasaka-Mark-V|hardness|l
167|5f6c37d6220a4650ffffddde|I think Tagora is slower than EL,it's a similar sponge hardness and about the same spin but a lot more controlable than the sriver family,it works well on fast blades that are fairly hard.|Butterfly-Sriver|Yasaka-Mark-V|speed|g
168|5f6c37d6220a4650ffffddde|I think Tagora is slower than EL,it's a similar sponge hardness and about the same spin but a lot more controlable than the sriver family,it works well on fast blades that are fairly hard.|Butterfly-Sriver|Yasaka-Mark-V|control|l
169|5f6c219129a893d240caed5f|It's closer to Roxon 450 and Coppa Platinum though (but it's 47.5 deg stated, so a wee bit harder than the roxon 450).|Andro-Roxon-450|Donic-Coppa|hardness|l
170|5f6c21f0035f29fdaf67ffac|The Vega X actually felt faster compare the Omega VII Hyper when they were both on the Xiom blade.|Xiom-Omega-VII-Hyper|Xiom-Vega-X|speed|l
171|5f6c21f0035f29fdaf67ffac|getting used to it is not that hard, as i've played with a lot of xiom rubbers before on backhand.Dwell time is very short, shortest out of xiom 4 series, and vega pro, vega asia df.Speed doesn't differ so much with t05, but the bounce and dwell makes it harder to perform a good bh flick.Blocking is superior on this as it gives good ball back to the opponents sharp trajectory.After a month or two , the rubber breaks in , and by this point, it is so nice to play with ( more dwell ) and less bouncy, t05 is still superior in the feel , as the dwelly feel of the ball on the rubber lets u load a ton of spin.|Butterfly-Tenergy-05|Xiom-Vega-Pro|hardness|g
172|5f6c265e6d99ef02106d7243|Yeah, I'd say most rubbers (especially Chinese rubbers) have sponge which is harder than the one in Rakza 7.|Chinese-rubbers|Yasaka-Rakza-7|hardness|g
173|5f6c265e6d99ef02106d7243|On the other hand Rakza 7 should be slower than the harder Tensors (e.g.|Tensor-rubbers|Yasaka-Rakza-7|speed|g
174|5f6c265e6d99ef02106d7243|On the other hand Rakza 7 should be slower than the harder Tensors (e.g.|Tensor-rubbers|Yasaka-Rakza-7|hardness|l
175|5f6c27744272aba9ab77567b|Acuda S1 Turbo still gets a bit dusty, and does have a bit less surface grip.However, a quick sponge press gets rid of that issue.Both rubbers have similar speed and spin, with a bit more control with hexer hd, probably because of the softer sponge and a VERY SLIGHTLY different topsheet structure.|Andro-Hexer-HD|Donic-Acuda-S1-Turbo|hardness|l
176|5f6c27744272aba9ab77567b|Acuda S1 Turbo still gets a bit dusty, and does have a bit less surface grip.However, a quick sponge press gets rid of that issue.Both rubbers have similar speed and spin, with a bit more control with hexer hd, probably because of the softer sponge and a VERY SLIGHTLY different topsheet structure.|Andro-Hexer-HD|Donic-Acuda-S1-Turbo|control|l
177|5f6c27744272aba9ab77567b|Hexer hd definitely has more spin, and is more linear.Acuda s1 turbo is harder-sponged and softer-topsheet.Other than that, they are very similar.|Andro-Hexer-HD|Donic-Acuda-S1-Turbo|spin|g
178|5f6c27744272aba9ab77567b|Hexer hd definitely has more spin, and is more linear.Acuda s1 turbo is harder-sponged and softer-topsheet.Other than that, they are very similar.|Andro-Hexer-HD|Donic-Acuda-S1-Turbo|hardness|l
179|5f6c27744272aba9ab77567b|Hexer hd definitely has more spin, and is more linear.Acuda s1 turbo is harder-sponged and softer-topsheet.Other than that, they are very similar.|Andro-Hexer-HD|Donic-Acuda-S1-Turbo|hardness|g
180|5f6c27744272aba9ab77567b|I agree that hexer hd has more spin, and acuda s1 turbo has a slightly better control, and is less sensitive to incoming spin.Update : after a few hours of use hexer hd remains in a better shape.|Andro-Hexer-HD|Donic-Acuda-S1-Turbo|spin|g
181|5f6c27744272aba9ab77567b|I agree that hexer hd has more spin, and acuda s1 turbo has a slightly better control, and is less sensitive to incoming spin.Update : after a few hours of use hexer hd remains in a better shape.|Andro-Hexer-HD|Donic-Acuda-S1-Turbo|control|l
182|5f6c28304272aba9ab7756e9|I used mxp a lot, and a little bit mx-s and el-s. All of them are faster rubbers and with more spin.|Tibhar-Evolution-MX-P|Tibhar-Evolution-MX-S|spin|l
183|5f6c28304272aba9ab7756e9|I used mxp a lot, and a little bit mx-s and el-s. All of them are faster rubbers and with more spin.|Tibhar-Evolution-MX-P|Tibhar-Evolution-MX-S|speed|l
184|5f6c28304272aba9ab7756e9|OK, they feel about the same (the MX-P cutoff is a little tackier), but the Rasant Turbo doesn't have that same smell.|Andro-Rasant-Turbo|Tibhar-Evolution-MX-P|tackiness|l
185|5f6c287b4272aba9ab775715|I would say that R9 is LESS sensitive to spin than R7, a little faster and a little less spinny.|Yasaka-Rakza-7|Yasaka-Rakza-9|spin|l
186|5f6c287b4272aba9ab775715|I would say that R9 is LESS sensitive to spin than R7, a little faster and a little less spinny.|Yasaka-Rakza-7|Yasaka-Rakza-9|speed|g
187|5f6c287b4272aba9ab775715|Rakza7 is medium-high throw while Rakza9 is low throw.|Yasaka-Rakza-7|Yasaka-Rakza-9|throw angle|g
188|5f6c287c4272aba9ab775716|Yes some tuned Chinese rubbers might come near it, but the feeling is just so different.To answer the OPs question, yes the acuda/baracuda will feel faster than traditional rubbers like MArk V, but for loops they're often easier to land, because the extra spin you generate gives most a tighter arc, so the ball drops more easily.|Chinese-rubbers|Yasaka-Mark-V|speed|g
189|5f6c29bf4272aba9ab7757cf|The extra head size of the XV series creates a little flex on the flared handle and it was affecting how one placed the ball.On a side note - I swopped a Xiom Vega Europe for a Xiom Vega Pro blade both of the same weight 83-84grams obliging someone - and the XVE is faster than the XVP.|Xiom-Vega-Europe|Xiom-Vega-Pro|speed|l
190|5f6c29f24272aba9ab7757e5|There are lots of rubbers faster, a few that are spinnier, many that are lighter, some that are heavier, but I still like the overall feel and playing properties of T05 the best.|Butterfly-Tenergy-05|Butterfly-Tenergy-64|spin|l
191|5f6c29f24272aba9ab7757e5|There are lots of rubbers faster, a few that are spinnier, many that are lighter, some that are heavier, but I still like the overall feel and playing properties of T05 the best.|Butterfly-Tenergy-05|Butterfly-Tenergy-64|speed|l
192|5f6c29f24272aba9ab7757e5|There are lots of rubbers faster, a few that are spinnier, many that are lighter, some that are heavier, but I still like the overall feel and playing properties of T05 the best.|Butterfly-Tenergy-05|Butterfly-Tenergy-64|weight|l
193|5f6c29f24272aba9ab7757e5|Most ESN which seem faster than Tenergy either have harder sponges or tense the crap of the topsheet.|Butterfly-Tenergy|ESN-rubbers|speed|l
194|5f6c29f24272aba9ab7757e5|Most ESN which seem faster than Tenergy either have harder sponges or tense the crap of the topsheet.|Butterfly-Tenergy|ESN-rubbers|hardness|g
195|5f6c29f24272aba9ab7757e5|The Apollo was very slightly slower than the Tensor, I could switch between them with no adjustments.|Galaxy-Apollo|Tensor-rubbers|speed|l
196|5f6c29f24272aba9ab7757e5|yes i can confirm thati was playing MXP for half of yearspin, speed, control and durbality is very similar (MXP and T05)the main difference is low-med arc of MXP, T05 has high arc (MXP feels a lil bit faster due to lower arc)both are very good for chopping and loopingohh and MXP is almost twice as cheap as T05 but still i prefer T05 cause of high arc|Butterfly-Tenergy-05|Tibhar-Evolution-MX-P|speed|l
197|5f6c29f24272aba9ab7757e5|yes i can confirm thati was playing MXP for half of yearspin, speed, control and durbality is very similar (MXP and T05)the main difference is low-med arc of MXP, T05 has high arc (MXP feels a lil bit faster due to lower arc)both are very good for chopping and loopingohh and MXP is almost twice as cheap as T05 but still i prefer T05 cause of high arc|Butterfly-Tenergy-05|Tibhar-Evolution-MX-P|throw angle|g
198|5f6c29f24272aba9ab7757e5|EL-P throws a little higher, so I find it to be a somewhat better substitute for T05.|Butterfly-Tenergy-05|Tibhar-Evolution-EL-P|throw angle|l
199|5f6c29f24272aba9ab7757e5|i would not say it has higher arc, maybe a little :Sbut still not even close to T05|Butterfly-Tenergy-05|Butterfly-Tenergy-64|throw angle|l
200|5f6c2a957da9e46ccbe15471|G666 due to being quite slow is good too in other ways for defence, its fairly similar to H3 but better imho.|DHS-G666|DHS-Hurricane-3|speed|l
201|5f6c2aba7da9e46ccbe15487|I think people refer to H2 being low throw mainly because it's considerably lower than H3, but I also find it quite high when you brush the ball.|DHS-Hurricane-2|DHS-Hurricane-3|throw angle|l
202|5f6c2afb7da9e46ccbe154ae|I suppose T64 is a little less spin sensitive and has a lower throw angle than T80/T05.|Butterfly-Tenergy-64|Butterfly-Tenergy-80|spin|l
203|5f6c2afb7da9e46ccbe154ae|I suppose T64 is a little less spin sensitive and has a lower throw angle than T80/T05.|Butterfly-Tenergy-64|Butterfly-Tenergy-80|throw angle|l
204|5f6c2afb7da9e46ccbe154ae|I suppose T64 is a little less spin sensitive and has a lower throw angle than T80/T05.|Butterfly-Tenergy-64|Butterfly-Tenergy-80|throw angle|l
205|5f6c2afb7da9e46ccbe154ae|This results in Tenergy 64 feelings softer.|Butterfly-Tenergy-64|Butterfly-Tenergy-80|hardness|l
206|5f6c2afb7da9e46ccbe154ae|This would result in Tenergy 64 producing less spin and be less sensitive to spin.|Butterfly-Tenergy-64|Butterfly-Tenergy-80|spin|l
207|5f6c2bcc7da9e46ccbe15525|H2) would be more spinny, if it were more elastic (like G666) - which would result again in high throw...|DHS-G666|DHS-Hurricane-2|spin|l
208|5f6c2cd27da9e46ccbe155ca|It did 'drive' better with the lower throw but I prefer the T05 since it didn't put balls into the net.|Butterfly-Tenergy-05|Butterfly-Tenergy-05-FX|throw angle|g
209|5f6c2cd27da9e46ccbe155ca|It did 'drive' better with the lower throw but I prefer the T05 since it didn't put balls into the net.|Butterfly-Tenergy-05|Butterfly-Tenergy-05-FX|throw angle|g
210|5f6c2cf97da9e46ccbe155dd|It's softer, non tacky and like I mentioned VERY spinny ie at least ESN tensor spinny, quite a lot spinnier than any of the DHS rubbers.|ESN-rubbers|Tensor-rubbers|spin|l
211|5f6c2f107da9e46ccbe15696|Perhaps Andro Roxon 330 (slower than JE) or Hexer Powersponge (about same as JE, maybe slightly slower) if they are available.|Andro-Hexer-Powersponge|Andro-Roxon-330|speed|g
212|5f6c2f1a7da9e46ccbe1569b|"= Low speed for defensive game- pretty fast and powerfull for rallies, counters and loops at mid distance, very esy to take the ""firststrike"" shot.Very (very) spinny inverted rubbers, very tacky (Jupiter is as tacky as 729FX or Reflectoïd or H3)."|DHS-Hurricane-3|Galaxy-Jupiter|tackiness|e
213|5f6c2f677da9e46ccbe156d0|the H3 Neo is faster , less tacky , lower throw angle and has many gears than the normal DHS Hurricane H3|DHS-Hurricane|DHS-Hurricane-3|speed|l
214|5f6c2f677da9e46ccbe156d0|the H3 Neo is faster , less tacky , lower throw angle and has many gears than the normal DHS Hurricane H3|DHS-Hurricane|DHS-Hurricane-3|throw angle|g
215|5f6c2f677da9e46ccbe156d0|the H3 Neo is faster , less tacky , lower throw angle and has many gears than the normal DHS Hurricane H3|DHS-Hurricane|DHS-Hurricane-3|throw angle|g
216|5f6c2f727da9e46ccbe156d8|There I think you want a rubber than isn't very variable in what it does or can do (H2, the champion of at the table looping comes to mind a very simple minded rubber but the best at the one or two things it knows how to do).Now about Duro, is heaps lower throw than original Hexer which is something I really enjoy in a rubber.|Andro-Hexer|DHS-Hurricane-2|throw angle|g
217|5f6c2f727da9e46ccbe156d8|There I think you want a rubber than isn't very variable in what it does or can do (H2, the champion of at the table looping comes to mind a very simple minded rubber but the best at the one or two things it knows how to do).Now about Duro, is heaps lower throw than original Hexer which is something I really enjoy in a rubber.|Andro-Hexer|DHS-Hurricane-2|throw angle|g
218|5f6c2f727da9e46ccbe156d8|I think T64 wouldn't be quite as fast as R450 for flat hitting, so I think its probably similar to T64.|Andro-Roxon-450|Butterfly-Tenergy-64|speed|e
219|5f6c2f9b7da9e46ccbe156f2|TG3 Neo is much more forgiving/less lively than H3 Neo.|DHS-Hurricane-3|DHS-Skyline|speed|g
220|5f6c2f9b7da9e46ccbe156f2|In my eyes the Skyline 3 is faster and more made for driving.|DHS-Hurricane-3|DHS-Skyline|speed|l
221|5f6c30077da9e46ccbe15733|if u liked that sort of rubber then omega iv series has similar topsheet but faster, spinnier and has tenergy feel but great control.|Butterfly-Tenergy|Xiom-Omega-IV|spin|l
222|5f6c30077da9e46ccbe15733|if u liked that sort of rubber then omega iv series has similar topsheet but faster, spinnier and has tenergy feel but great control.|Butterfly-Tenergy|Xiom-Omega-IV|speed|l
223|5f6c30347da9e46ccbe15750|Aurus is spinny like a tenergy but softer, a bit slower and there is more dwell time.|Butterfly-Tenergy|Tibhar-Aurus|speed|l
224|5f6c30347da9e46ccbe15750|Aurus is spinny like a tenergy but softer, a bit slower and there is more dwell time.|Butterfly-Tenergy|Tibhar-Aurus|hardness|l
225|5f6c30757da9e46ccbe1577b|The rubber feels maybe a little softer than Rakza but not much.|Xiom-Omega-IV|Yasaka-Rakza|hardness|l
226|5f6c3184220a4650ffffd9f2|It has a medium throw angle: higher than H2 Neo, but lower than H3 Neo.|DHS-Hurricane-2|DHS-Hurricane-3|throw angle|l
227|5f6c3195220a4650ffffd9fd|"Andro Roxon 330 (very soft but definitely has the ""catapault effect"") or Roxon 450 (not as soft but faster)...and with quality every bit as good as Butterfly but a lot cheaper."|Andro-Roxon-330|Andro-Roxon-450|speed|l
228|5f6c3195220a4650ffffd9fd|"Andro Roxon 330 (very soft but definitely has the ""catapault effect"") or Roxon 450 (not as soft but faster)...and with quality every bit as good as Butterfly but a lot cheaper."|Andro-Roxon-330|Andro-Roxon-450|hardness|l
229|5f6c3253220a4650ffffda84|As a first impression, though, I think I prefer Boost TC and Boost TX because I am guessing they are going to be a lot more controllable, at least by me.|Stiga-Boost-TC|Stiga-Boost-TX|control|l
230|5f6c3253220a4650ffffda84|Speed is more like T64 than T05, which is to say, it is a bit faster than T05.|Butterfly-Tenergy-05|Butterfly-Tenergy-64|speed|g
231|5f6c3280220a4650ffffda9d|Platin normal have more speed, spin and touch.In my opinion, Coppa X1 Turbo Platin is slow and have bad touch.next week, i will come back to use Platin Normal.|Donic-Acuda-S1|Donic-Coppa|speed|g
232|5f6c331e220a4650ffffdaff|Hardness of both the topsheet and sponge of Hexer+ is lower than Hexer.|Andro-Hexer|Andro-Hexer+|throw angle|g
233|5f6c3342220a4650ffffdb14|Fairly fast for how soft it is.Mark V is well... Mark V.Mark V AD is a slightly softer version of Mark V. I guess it's supposed to be between Mark V 30 and Mark V.Both are harder than CJS|Donic-Coppa-JO-Silver|Yasaka-Mark-V|hardness|l
234|5f6c3342220a4650ffffdb14|Fairly fast for how soft it is.Mark V is well... Mark V.Mark V AD is a slightly softer version of Mark V. I guess it's supposed to be between Mark V 30 and Mark V.Both are harder than CJS|Donic-Coppa-JO-Silver|Yasaka-Mark-V|hardness|l
235|5f6c3378220a4650ffffdb39|The throw angle is medium-high I would say, so definitely better than all the soft sponge tensors like Nimbus with which the ball always lands in the lower part of the net.|Tensor-rubbers|Tibhar-Nimbus|throw angle|g
236|5f6c3378220a4650ffffdb39|Dino, To make it short : Beijing III's sponge is harder than Apollo.|Galaxy-Apollo|Galaxy-Saturn|hardness|l
237|5f6c3378220a4650ffffdb39|Apollo is faster, has more spin (when playing topspin) and is easier to use in short game due to the softer sponge.|Galaxy-Apollo|Galaxy-Saturn|spin|g
238|5f6c3378220a4650ffffdb39|Apollo is faster, has more spin (when playing topspin) and is easier to use in short game due to the softer sponge.|Galaxy-Apollo|Galaxy-Saturn|speed|g
239|5f6c3378220a4650ffffdb39|Apollo is faster, has more spin (when playing topspin) and is easier to use in short game due to the softer sponge.|Galaxy-Apollo|Galaxy-Saturn|hardness|l
240|5f6c3378220a4650ffffdb39|I like Apollo better has it has more speed and at the same time more controle.|Galaxy-Apollo|Galaxy-Saturn|control|g
241|5f6c3378220a4650ffffdb39|The apollo is faster.|Galaxy-Apollo|Galaxy-Saturn|speed|g
242|5f6c3481220a4650ffffdbce|I THINK the hard Pryde is still softer than the T05.I don't want to campare the control of both rubbers (especially because I haven't played one of them yet), but I think T05 is hard to beat in the matter of control.|Butterfly-Tenergy-05|Yasaka-Pryde|hardness|g
243|5f6c34b1220a4650ffffdbee|JO Silver is softer, JO Gold is harder.For me JO Silver is too soft as a FH rubber unless you away from table loop but that's not my game.|Donic-Coppa-JO-Gold|Donic-Coppa-JO-Silver|hardness|g
244|5f6c34b1220a4650ffffdbee|JO Silver is softer, JO Gold is harder.For me JO Silver is too soft as a FH rubber unless you away from table loop but that's not my game.|Donic-Coppa-JO-Gold|Donic-Coppa-JO-Silver|hardness|g
245|5f6c34b1220a4650ffffdbee|More used as a BH rubber locally but its still too soft for me even on BH.JO Gold will be firmer than Pryde.|Donic-Coppa-JO-Gold|Yasaka-Pryde|hardness|g
246|5f6c34b1220a4650ffffdbee|Has a bit higher trajectory than Pryde.|Donic-Coppa-JO-Gold|Yasaka-Pryde|throw angle|g
247|5f6c3536220a4650ffffdc45|Alex I think the sponge on the G666 is a tad softer.|DHS-G666|DHS-G777|hardness|l
248|5f6c3536220a4650ffffdc45|I may try on my 9010 carbon blade.The G777 has a softer and deader feeling cream coloured sponge than Hurricanes and G666.|DHS-G666|DHS-G777|hardness|g
249|5f6c3536220a4650ffffdc45|The sponge has it stamped at being 40 degrees (little bit more softer feeling than G666).|DHS-G666|DHS-G777|hardness|g
250|5f6c3536220a4650ffffdc45|No worries Alex *thumbs up*.I heard it is the DHS sponge on G666 like H3 but this feels softer and deader sponge than my H3 sponge.|DHS-G666|DHS-Hurricane-3|hardness|g
251|5f6c36ae220a4650ffffdd2c|fusion is similar to mark V ad, bit a bit faster and a bit less spinny.|Yasaka-Fusion|Yasaka-Mark-V|spin|g
252|5f6c36ae220a4650ffffdd2c|fusion is similar to mark V ad, bit a bit faster and a bit less spinny.|Yasaka-Fusion|Yasaka-Mark-V|speed|l
253|5f6c36ae220a4650ffffdd2c|Of the Yasaka sheets I would like to try V Stage as I have already used reg Mark V. Some say there is not a big difference between the two....M2 also fascinates me but I have heard it is somewhat heavier and less spinny.|Donic-Bluefire-M2|Yasaka-Mark-V|spin|l
254|5f6c36ae220a4650ffffdd2c|Of the Yasaka sheets I would like to try V Stage as I have already used reg Mark V. Some say there is not a big difference between the two....M2 also fascinates me but I have heard it is somewhat heavier and less spinny.|Donic-Bluefire-M2|Yasaka-Mark-V|weight|g
255|5f6c36ae220a4650ffffdd2c|V-Stage is noticeably faster than a Mark V-XS and is a low throw rubber.I'll see how long pryde lasts I play 3 times a week and spend quite a bit of time practicing drills so the rubber gets a good workout.|Yasaka-Fusion|Yasaka-Pryde|speed|g
256|5f6c373e220a4650ffffdd83|They said it's bouncier and lighter than the old H3.|DHS-Dipper-2|DHS-Hurricane-3|speed|g
257|5f6c3755220a4650ffffdd92|H2 is harder, capable of generating more spin, lower throw than H3, slightly faster.|DHS-Hurricane-2|DHS-Hurricane-3|spin|g
258|5f6c3755220a4650ffffdd92|H2 is harder, capable of generating more spin, lower throw than H3, slightly faster.|DHS-Hurricane-2|DHS-Hurricane-3|speed|l
259|5f6c3755220a4650ffffdd92|H2 is harder, capable of generating more spin, lower throw than H3, slightly faster.|DHS-Hurricane-2|DHS-Hurricane-3|hardness|g
260|5f6c3755220a4650ffffdd92|H2 is harder, capable of generating more spin, lower throw than H3, slightly faster.|DHS-Hurricane-2|DHS-Hurricane-3|throw angle|l
261|5f6c3755220a4650ffffdd92|H2 is harder, capable of generating more spin, lower throw than H3, slightly faster.|DHS-Hurricane-2|DHS-Hurricane-3|throw angle|l
262|5f6c3773220a4650ffffdda3|I agree, F2 has a higher throw angle than F1.|Donic-Desto-F1|Donic-Desto-F2|throw angle|l
263|5f6c3773220a4650ffffdda3|Both are good rubbers, but I found that with F2 is was simply harder to get the ball by people when I needed big power.|Donic-Desto-F1|Donic-Desto-F2|hardness|l
264|5f6c3773220a4650ffffdda3|In general, it is a lot better than F1 (which is itself a very good rubber).One of these days I will try F1 HS, maybe I will like it even more, who knows.NOte that I play with a Butterfly Arylate/Carbon blade with a soft feel, that may be why I prefer the slightly harder sponge.|Donic-Desto-F1|Donic-Desto-F1-HS|hardness|l
265|5f6c2215035f29fdaf67ffbe|Even the spinart has high and spaced interior dots (compared to tenergy) the feeling is not very hard, the only solution is to play it and see how it behaves, alternatively there is also the donic blugrip v1 but it is 50 degrees I do not think it feels as hard as spinart or 401|Butterfly-Tenergy|Donic-BlueGrip-V1|hardness|e
266|5f6c267e6d99ef02106d7253|Skyline TG3-60 Mid-hard is like a softer version of Skyline TG2 Neo.|DHS-NEO-Skyline-2|DHS-Skyline|hardness|l
267|5f6c26a56d99ef02106d7266|Rakza 7 Soft is the softer sponge version of Rakza7 and is noticeably slower but with even better control than Rakza7.|Yasaka-Rakza-7|Yasaka-Rakza-7-Soft|speed|l
268|5f6c26a56d99ef02106d7266|Rakza 7 Soft is the softer sponge version of Rakza7 and is noticeably slower but with even better control than Rakza7.|Yasaka-Rakza-7|Yasaka-Rakza-7-Soft|hardness|g
269|5f6c26a56d99ef02106d7266|Rakza 7 Soft is the softer sponge version of Rakza7 and is noticeably slower but with even better control than Rakza7.|Yasaka-Rakza-7|Yasaka-Rakza-7-Soft|control|g
270|5f6c26a56d99ef02106d7266|Rakza has more spin while the Aurus is faster.|Tibhar-Aurus|Yasaka-Rakza|spin|l
271|5f6c26a56d99ef02106d7266|Rakza has more spin while the Aurus is faster.|Tibhar-Aurus|Yasaka-Rakza|speed|g
272|5f6c26a56d99ef02106d7266|In fact, I would say the Rakza 7 Soft is faster than the regular Rakza 7 (on the low-mid impact range).|Yasaka-Rakza-7|Yasaka-Rakza-7-Soft|speed|l
